scope,period_days,frequency_hz,score
all_peak_b,100.44887557978328,1.1522353045038481e-07,0.741522710036449
all_peak_b,96.35391040224519,1.2012043959353809e-07,0.6997731289787978
all_peak_b,92.4258832786025,1.252254635120548e-07,0.6372151839507012
all_peak_b,88.65798870193854,1.3054744691970442e-07,0.5595901905576781
all_peak_b,85.04369860312458,1.3609561042361382e-07,0.4682332942593277
all_peak_b,81.57675104060839,1.4187956649943774e-07,0.3840087995653789
all_peak_b,78.2511393512805,1.4790933614546375e-07,0.35422300311075006
all_peak_b,75.06110174362543,1.5419536624450097e-07,0.4270643393200402
all_peak_b,72.00111131512493,1.6074854766363536e-07,0.5634506561727335
all_peak_b,69.06586647661716,1.67580234123213e-07,0.744121068841558
all_peak_b,66.25028176702422,1.747022618677377e-07,0.8884132621539003
all_peak_b,63.54947904253221,1.821269701727659e-07,0.5557571158745986
all_peak_b,60.95877902495811,1.8986722272333157e-07,0.06424267056567246
all_peak_b,58.47369319466254,1.9793642990093455e-07,0.3568730649486156
all_peak_b,56.08991601396137,2.0634857201770751e-07,1.0749166515135151
all_peak_b,53.80331746756187,2.1511822353802082e-07,1.233985377202206
all_peak_b,51.60993590710132,2.2426057832948264e-07,1.3280853383378677
all_peak_b,49.50597118738993,2.337914759870866e-07,1.2145373772932828
all_peak_b,47.487778082465155,2.437274292761193e-07,0.4605149260761401
all_peak_b,45.55185997005295,2.540856527413631e-07,0.047520000082162284
all_peak_b,43.694862773491096,2.6488409253217433e-07,0.1579174371722054
all_peak_b,41.91356915062087,2.7614145749509915e-07,0.28929391666498816
all_peak_b,40.2048929195784,2.878772515879006e-07,0.14079530969109655
all_peak_b,38.56587371182682,3.0011180767116153e-07,0.048608645269418105
all_peak_b,36.993671843167505,3.1286632273599875e-07,0.029968588381205308
all_peak_b,35.48556339384282,3.261628946289273e-07,0.48116407265867167
all_peak_b,34.038935489206,3.400245603375082e-07,0.9623132217674986
all_peak_b,32.6512817727834,3.544753359030973e-07,0.7711295170073811
all_peak_b,31.320198063883865,3.6954025802986347e-07,0.27706924937103494
all_peak_b,30.04337819223352,3.852454274621512e-07,0.0023752926524949203
all_peak_b,28.81861000241858,4.016180542053461e-07,0.6694596063639011
all_peak_b,27.643771521213118,4.186865046685988e-07,0.7433944909301928
all_peak_b,26.51682728115265,4.3648035081107047e-07,0.6804184427666904
all_peak_b,25.435824793983336,4.5503042137685423e-07,3.0952591633817335
all_peak_b,24.398891167876325,4.7436885530734877e-07,2.58938455756104
all_peak_b,23.40422986254755,4.945291574236076e-07,0.19956959467134183
all_peak_b,22.45011757666036,5.155462564751437e-07,2.40585398285177
all_peak_b,21.53490126211798,5.374565656557718e-07,0.9920256184486114
all_peak_b,20.656995260073668,5.60298045691317e-07,0.48239129588318974
all_peak_b,19.8148785536962,5.841102706085012e-07,0.5348044801040892
all_peak_b,19.007092132930538,6.089344962989648e-07,0.18336053495923466
all_peak_b,18.23223646668878,6.348137319971961e-07,0.6295899245290144
all_peak_b,17.48896907809141,6.617928147962146e-07,0.13187429579869203
all_peak_b,16.776002218557593,6.899184873301248e-07,0.7007469438809153
all_peak_b,16.092100636715283,7.192394787581052e-07,1.958925786106544
all_peak_b,15.436079438265484,7.498065891901516e-07,2.4053880397850804
all_peak_b,14.80680203309231,7.816727777008644e-07,0.27314242291048885
all_peak_b,14.203178166063047,8.148932540837282e-07,1.91162919880027
all_peak_b,13.624162028105369,8.495255745049013e-07,0.19281368766538876
all_peak_b,13.068750444290147,8.856297412221908e-07,0.21760455952338376
all_peak_b,12.535981135779622,9.232683065420291e-07,0.5056856494075177
all_peak_b,12.024931052630421,9.625064811945243e-07,1.188097845620593
all_peak_b,11.534714774562632,1.0034122473143628e-06,0.10315984882976537
all_peak_b,11.06448297692395,1.0460564762233288e-06,1.4158506377985098
all_peak_b,10.613420959191565,1.090513051218472e-06,0.013475200427933487
all_peak_b,10.180747233462098,1.1368589955786729e-06,1.08905105005066
all_peak_b,9.765712170483921,1.185174606011406e-06,0.06166843405449285
all_peak_b,9.367596700886368,1.2355435917708677e-06,0.4831230751787494
all_peak_b,8.985711069355526,1.2880532196885105e-06,0.299907742968923
all_peak_b,8.619393639597922,1.3427944653672858e-06,0.31499159047697134
all_peak_b,8.26800974802203,1.3998621708014991e-06,2.3082842414837152
all_peak_b,7.930950604151352,1.4593552086953837e-06,0.48109835022579617
all_peak_b,7.607632235863819,1.5213766537651095e-06,0.43046819291432925
all_peak_b,7.29749447763043,1.5860339613209675e-06,1.1004603049015884
all_peak_b,6.999999999999999,1.6534391534391535e-06,1.4945593592436097
peak_b_c10_c13,365.0,3.1709791983764586e-08,0.3088072112300555
peak_b_c10_c13,350.1201690295261,3.3057433126904546e-08,0.3200432062745353
peak_b_c10_c13,335.84693907195526,3.4462347955460526e-08,0.32640247853192506
peak_b_c10_c13,322.1555810299232,3.592697055587879e-08,0.32229457504866765
peak_b_c10_c13,309.02237392877237,3.7453838461359504e-08,0.30104989272749094
peak_b_c10_c13,296.42456381875894,3.9045597048261964e-08,0.2605299780140271
peak_b_c10_c13,284.34032435267795,4.070500411935353e-08,0.2115255444659354
peak_b_c10_c13,272.74871897060194,4.2434934681843835e-08,0.17648960306780204
peak_b_c10_c13,261.62966462622984,4.423838592848049e-08,0.17458994145710172
peak_b_c10_c13,250.9638969919831,4.611848243033858e-08,0.2130060656038193
peak_b_c10_c13,240.73293708257958,4.807848155029893e-08,0.2922105406031914
peak_b_c10_c13,230.91905923925214,5.012177908659471e-08,0.41170293975570793
peak_b_c10_c13,221.50526041914011,5.225191515620532e-08,0.5676066548849636
peak_b_c10_c13,212.47523073665312,5.4472580328288986e-08,0.7426424957794158
peak_b_c10_c13,203.81332520576595,5.6787622018281265e-08,0.8980977305518074
peak_b_c10_c13,195.50453663428098,5.9201051153738824e-08,0.9882799512026637
peak_b_c10_c13,187.5344696231055,6.171704912347522e-08,0.9961477840243838
peak_b_c10_c13,179.88931562549107,6.433997502202948e-08,0.944470892843194
peak_b_c10_c13,172.55582902302118,6.707437320201999e-08,0.8682935280147959
peak_b_c10_c13,165.5213041769043,6.992498114746634e-08,0.7893447484706115
peak_b_c10_c13,158.77355341480916,7.289673768172108e-08,0.712527728383284
peak_b_c10_c13,152.30088591509966,7.599479152423354e-08,0.6344137925282745
peak_b_c10_c13,146.0920874518939,7.922451021096715e-08,0.5506485316518681
peak_b_c10_c13,140.13640096584496,8.259148939392977e-08,0.4565430436208562
peak_b_c10_c13,134.42350792698903,8.610156253592514e-08,0.34525356051043943
peak_b_c10_c13,128.9435104573678,8.976081101732354e-08,0.21318318662264701
peak_b_c10_c13,123.68691418244956,9.35755746723639e-08,0.0843607617130715
peak_b_c10_c13,118.64461178164288,9.755246277323869e-08,0.03201462532129362
peak_b_c10_c13,113.80786720940088,1.0169836548099392e-07,0.10347486622159785
peak_b_c10_c13,109.16830055957617,1.060204657830849e-07,0.25021066170471506
peak_b_c10_c13,104.71787354680782,1.1052625193826708e-07,0.41533889202782603
peak_b_c10_c13,100.44887557978328,1.1522353045038481e-07,0.5688453004179035
peak_b_c10_c13,96.35391040224519,1.2012043959353809e-07,0.6814942519472478
peak_b_c10_c13,92.4258832786025,1.252254635120548e-07,0.7480154925332929
peak_b_c10_c13,88.65798870193854,1.3054744691970442e-07,0.7498204737684073
peak_b_c10_c13,85.04369860312458,1.3609561042361382e-07,0.6515828848635525
peak_b_c10_c13,81.57675104060839,1.4187956649943774e-07,0.48656274484328144
peak_b_c10_c13,78.2511393512805,1.4790933614546375e-07,0.3833858897231064
peak_b_c10_c13,75.06110174362543,1.5419536624450097e-07,0.4271599118731242
peak_b_c10_c13,72.00111131512493,1.6074854766363536e-07,0.5490266513425972
peak_b_c10_c13,69.06586647661716,1.67580234123213e-07,0.7289584352988143
peak_b_c10_c13,66.25028176702422,1.747022618677377e-07,0.8063469323969183
peak_b_c10_c13,63.54947904253221,1.821269701727659e-07,0.4211237829936305
peak_b_c10_c13,60.95877902495811,1.8986722272333157e-07,0.06690860878872584
peak_b_c10_c13,58.47369319466254,1.9793642990093455e-07,0.20218189488911875
peak_b_c10_c13,56.08991601396137,2.0634857201770751e-07,0.7244432987777838
peak_b_c10_c13,53.80331746756187,2.1511822353802082e-07,0.919689306025175
peak_b_c10_c13,51.60993590710132,2.2426057832948264e-07,1.0032912595188233
peak_b_c10_c13,49.50597118738993,2.337914759870866e-07,0.7912383927090936
peak_b_c10_c13,47.487778082465155,2.437274292761193e-07,0.25153479925582545
peak_b_c10_c13,45.55185997005295,2.540856527413631e-07,0.03580724587334494
peak_b_c10_c13,43.694862773491096,2.6488409253217433e-07,0.0023629218180936107
peak_b_c10_c13,41.91356915062087,2.7614145749509915e-07,0.01726953474332582
peak_b_c10_c13,40.2048929195784,2.878772515879006e-07,0.007125596610517704
peak_b_c10_c13,38.56587371182682,3.0011180767116153e-07,0.010565878539914308
peak_b_c10_c13,36.993671843167505,3.1286632273599875e-07,0.037249253301196106
peak_b_c10_c13,35.48556339384282,3.261628946289273e-07,0.14361644917764593
peak_b_c10_c13,34.038935489206,3.400245603375082e-07,0.1276845508373139
peak_b_c10_c13,32.6512817727834,3.544753359030973e-07,0.5564404034739958
peak_b_c10_c13,31.320198063883865,3.6954025802986347e-07,0.46224702943075613
peak_b_c10_c13,30.04337819223352,3.852454274621512e-07,0.18775700004815832
peak_b_c10_c13,28.81861000241858,4.016180542053461e-07,0.07918275926258644
peak_b_c10_c13,27.643771521213118,4.186865046685988e-07,0.10162557086611024
peak_b_c10_c13,26.51682728115265,4.3648035081107047e-07,0.13135067475312923
peak_b_c10_c13,25.435824793983336,4.5503042137685423e-07,1.080252305525402
peak_b_c10_c13,24.398891167876325,4.7436885530734877e-07,0.9341722108488959
peak_b_c10_c13,23.40422986254755,4.945291574236076e-07,0.17594569333980026
peak_b_c10_c13,22.45011757666036,5.155462564751437e-07,0.43971585640018596
peak_b_c10_c13,21.53490126211798,5.374565656557718e-07,0.21339942251418798
peak_b_c10_c13,20.656995260073668,5.60298045691317e-07,0.10322027182465732
peak_b_c10_c13,19.8148785536962,5.841102706085012e-07,0.17587564682522405
peak_b_c10_c13,19.007092132930538,6.089344962989648e-07,0.38369798480825956
peak_b_c10_c13,18.23223646668878,6.348137319971961e-07,0.19240065264644635
peak_b_c10_c13,17.48896907809141,6.617928147962146e-07,0.16172494567550721
peak_b_c10_c13,16.776002218557593,6.899184873301248e-07,0.09004573569372099
peak_b_c10_c13,16.092100636715283,7.192394787581052e-07,1.066599233140785
peak_b_c10_c13,15.436079438265484,7.498065891901516e-07,0.3029776382411864
peak_b_c10_c13,14.80680203309231,7.816727777008644e-07,0.013627046030721957
peak_b_c10_c13,14.203178166063047,8.148932540837282e-07,0.814429537511904
peak_b_c10_c13,13.624162028105369,8.495255745049013e-07,0.08934324537539773
peak_b_c10_c13,13.068750444290147,8.856297412221908e-07,0.9489461056154678
peak_b_c10_c13,12.535981135779622,9.232683065420291e-07,0.9050948943772319
peak_b_c10_c13,12.024931052630421,9.625064811945243e-07,1.273698469608954
peak_b_c10_c13,11.534714774562632,1.0034122473143628e-06,0.29284188409486056
peak_b_c10_c13,11.06448297692395,1.0460564762233288e-06,1.5086387280981075
peak_b_c10_c13,10.613420959191565,1.090513051218472e-06,0.3320681825654752
peak_b_c10_c13,10.180747233462098,1.1368589955786729e-06,0.3073917347601025
peak_b_c10_c13,9.765712170483921,1.185174606011406e-06,0.08464720989535834
peak_b_c10_c13,9.367596700886368,1.2355435917708677e-06,0.23424833144033208
peak_b_c10_c13,8.985711069355526,1.2880532196885105e-06,0.278276593790725
peak_b_c10_c13,8.619393639597922,1.3427944653672858e-06,0.7028619498633102
peak_b_c10_c13,8.26800974802203,1.3998621708014991e-06,0.8734192161649599
peak_b_c10_c13,7.930950604151352,1.4593552086953837e-06,1.8614734261347703
peak_b_c10_c13,7.607632235863819,1.5213766537651095e-06,0.43446389798473106
peak_b_c10_c13,7.29749447763043,1.5860339613209675e-06,0.6699264695508731
peak_b_c10_c13,6.999999999999999,1.6534391534391535e-06,1.0672919144532411
peak_b_x2,365.0,3.1709791983764586e-08,0.4440871246857796
peak_b_x2,350.1201690295261,3.3057433126904546e-08,0.3907754875620153
peak_b_x2,335.84693907195526,3.4462347955460526e-08,0.36912818053728813
peak_b_x2,322.1555810299232,3.592697055587879e-08,0.38012959142932345
peak_b_x2,309.02237392877237,3.7453838461359504e-08,0.4095621396163178
peak_b_x2,296.42456381875894,3.9045597048261964e-08,0.44171790004105205
peak_b_x2,284.34032435267795,4.070500411935353e-08,0.4676377560304861
peak_b_x2,272.74871897060194,4.2434934681843835e-08,0.4845383059059696
peak_b_x2,261.62966462622984,4.423838592848049e-08,0.49283139755234906
peak_b_x2,250.9638969919831,4.611848243033858e-08,0.49394010582763137
peak_b_x2,240.73293708257958,4.807848155029893e-08,0.4888719237954007
peak_b_x2,230.91905923925214,5.012177908659471e-08,0.47668025508764167
peak_b_x2,221.50526041914011,5.225191515620532e-08,0.4518859026784696
peak_b_x2,212.47523073665312,5.4472580328288986e-08,0.4009357150681758
peak_b_x2,203.81332520576595,5.6787622018281265e-08,0.30955134761190095
peak_b_x2,195.50453663428098,5.9201051153738824e-08,0.21126434385523574
peak_b_x2,187.5344696231055,6.171704912347522e-08,0.1555392319422353
peak_b_x2,179.88931562549107,6.433997502202948e-08,0.11579128966146968
peak_b_x2,172.55582902302118,6.707437320201999e-08,0.07871059229009525
peak_b_x2,165.5213041769043,6.992498114746634e-08,0.05386046922317966
peak_b_x2,158.77355341480916,7.289673768172108e-08,0.04826542543536583
peak_b_x2,152.30088591509966,7.599479152423354e-08,0.06394661351266073
peak_b_x2,146.0920874518939,7.922451021096715e-08,0.1027054524762896
peak_b_x2,140.13640096584496,8.259148939392977e-08,0.16731234172774379
peak_b_x2,134.42350792698903,8.610156253592514e-08,0.2529486018655387
peak_b_x2,128.9435104573678,8.976081101732354e-08,0.3211763289345342
peak_b_x2,123.68691418244956,9.35755746723639e-08,0.2799592578630552
peak_b_x2,118.64461178164288,9.755246277323869e-08,0.22115843895141296
peak_b_x2,113.80786720940088,1.0169836548099392e-07,0.6088989683663844
peak_b_x2,109.16830055957617,1.060204657830849e-07,1.0494753015227136
peak_b_x2,104.71787354680782,1.1052625193826708e-07,0.924290379239439
peak_b_x2,100.44887557978328,1.1522353045038481e-07,0.47988937903094
peak_b_x2,96.35391040224519,1.2012043959353809e-07,0.22271804902736392
peak_b_x2,92.4258832786025,1.252254635120548e-07,0.1374637318810219
peak_b_x2,88.65798870193854,1.3054744691970442e-07,0.04931785407699074
peak_b_x2,85.04369860312458,1.3609561042361382e-07,0.02468850255866073
peak_b_x2,81.57675104060839,1.4187956649943774e-07,0.06392308549002301
peak_b_x2,78.2511393512805,1.4790933614546375e-07,0.08352335109050024
peak_b_x2,75.06110174362543,1.5419536624450097e-07,0.15660477037535614
peak_b_x2,72.00111131512493,1.6074854766363536e-07,0.3726473113411064
peak_b_x2,69.06586647661716,1.67580234123213e-07,0.7465612379319726
peak_b_x2,66.25028176702422,1.747022618677377e-07,0.6580214234362831
peak_b_x2,63.54947904253221,1.821269701727659e-07,0.18007776608364523
peak_b_x2,60.95877902495811,1.8986722272333157e-07,0.003288512587564796
peak_b_x2,58.47369319466254,1.9793642990093455e-07,0.26822321793533277
peak_b_x2,56.08991601396137,2.0634857201770751e-07,0.6789392457154815
peak_b_x2,53.80331746756187,2.1511822353802082e-07,0.5395125058907038
peak_b_x2,51.60993590710132,2.2426057832948264e-07,0.5472415772056465
peak_b_x2,49.50597118738993,2.337914759870866e-07,0.7525790350156036
peak_b_x2,47.487778082465155,2.437274292761193e-07,0.34866055732886103
peak_b_x2,45.55185997005295,2.540856527413631e-07,0.09234430312355002
peak_b_x2,43.694862773491096,2.6488409253217433e-07,0.7278975509261763
peak_b_x2,41.91356915062087,2.7614145749509915e-07,1.5373086194951462
peak_b_x2,40.2048929195784,2.878772515879006e-07,0.9082878077648875
peak_b_x2,38.56587371182682,3.0011180767116153e-07,0.6705737714808695
peak_b_x2,36.993671843167505,3.1286632273599875e-07,0.7028930373913802
peak_b_x2,35.48556339384282,3.261628946289273e-07,0.8063423075386424
peak_b_x2,34.038935489206,3.400245603375082e-07,2.8102102819853467
peak_b_x2,32.6512817727834,3.544753359030973e-07,1.1753304543683125
peak_b_x2,31.320198063883865,3.6954025802986347e-07,0.8854944160732057
peak_b_x2,30.04337819223352,3.852454274621512e-07,1.4907666005524849
peak_b_x2,28.81861000241858,4.016180542053461e-07,3.5378727966208583
peak_b_x2,27.643771521213118,4.186865046685988e-07,2.3556024097089256
peak_b_x2,26.51682728115265,4.3648035081107047e-07,2.592005412523159
peak_b_x2,25.435824793983336,4.5503042137685423e-07,4.1227198408989345
peak_b_x2,24.398891167876325,4.7436885530734877e-07,5.256592227145791
peak_b_x2,23.40422986254755,4.945291574236076e-07,1.7142913768018353
peak_b_x2,22.45011757666036,5.155462564751437e-07,6.324211099381946
peak_b_x2,21.53490126211798,5.374565656557718e-07,2.3896803391840518
peak_b_x2,20.656995260073668,5.60298045691317e-07,2.6631665342676385
peak_b_x2,19.8148785536962,5.841102706085012e-07,3.656509732398174
peak_b_x2,19.007092132930538,6.089344962989648e-07,1.3430861046839002
peak_b_x2,18.23223646668878,6.348137319971961e-07,2.9803405978641297
peak_b_x2,17.48896907809141,6.617928147962146e-07,0.266879607654781
peak_b_x2,16.776002218557593,6.899184873301248e-07,6.203782054183076
peak_b_x2,16.092100636715283,7.192394787581052e-07,2.274707326022865
peak_b_x2,15.436079438265484,7.498065891901516e-07,9.307925935230454
peak_b_x2,14.80680203309231,7.816727777008644e-07,2.6661960932998543
peak_b_x2,14.203178166063047,8.148932540837282e-07,6.282291542997605
peak_b_x2,13.624162028105369,8.495255745049013e-07,3.589132866819199
peak_b_x2,13.068750444290147,8.856297412221908e-07,1.4238769903915447
peak_b_x2,12.535981135779622,9.232683065420291e-07,1.5992599123484386
peak_b_x2,12.024931052630421,9.625064811945243e-07,0.042302845609414774
peak_b_x2,11.534714774562632,1.0034122473143628e-06,0.5147820906502911
peak_b_x2,11.06448297692395,1.0460564762233288e-06,1.5702374745694279
peak_b_x2,10.613420959191565,1.090513051218472e-06,1.181975717391623
peak_b_x2,10.180747233462098,1.1368589955786729e-06,1.7236116830744894
peak_b_x2,9.765712170483921,1.185174606011406e-06,0.789119751228311
peak_b_x2,9.367596700886368,1.2355435917708677e-06,0.48096841254670863
peak_b_x2,8.985711069355526,1.2880532196885105e-06,0.46240599131265725
peak_b_x2,8.619393639597922,1.3427944653672858e-06,4.169326353003999
peak_b_x2,8.26800974802203,1.3998621708014991e-06,4.55848610353164
peak_b_x2,7.930950604151352,1.4593552086953837e-06,3.7041345485253085
peak_b_x2,7.607632235863819,1.5213766537651095e-06,3.1305133621190766
peak_b_x2,7.29749447763043,1.5860339613209675e-06,2.429642825470852
peak_b_x2,6.999999999999999,1.6534391534391535e-06,3.2650507362398145
