instance_id,family,split,label,frequency_hz,period_days,amplitude_hz,phase_rad,coherence_days,slope_hz_per_day,center_day,width_days,frequency_index,amplitude_index,phase_index,noise_seed,score_weighted_harmonic_regression,pred_frequency_hz_weighted_harmonic_regression,pred_amplitude_hz_weighted_harmonic_regression,score_generalized_lomb_scargle,pred_frequency_hz_generalized_lomb_scargle,pred_amplitude_hz_generalized_lomb_scargle,score_hierarchical_sinusoid_jitter,pred_frequency_hz_hierarchical_sinusoid_jitter,pred_amplitude_hz_hierarchical_sinusoid_jitter
pure_sinusoid_f00_a00_p05_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,100.0,1.4398966328953218,,,,,0,0,5,1229048,52.15615809617685,1.3998621708014991e-06,1632.333695237823,51.84417610070943,1.3998621708014991e-06,1621.6879653471126,5.864266234637139,4.070500411935353e-08,3344.6594290393987
pure_sinusoid_f00_a00_p06_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,1.7016960206944713,,,,,0,0,6,229049,28.574824346947366,6.617928147962146e-07,1156.8564678128837,36.49640321359749,6.348137319971961e-07,1160.7824738138104,4.5510342301209015,4.070500411935353e-08,2462.967097997034
pure_sinusoid_f00_a00_p06_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,100.0,1.7016960206944713,,,,,0,0,6,1229049,17.43474009911435,1.0034122473143628e-06,939.498635460911,28.03025557637929,4.016180542053461e-07,1098.5120103587594,1.9177431936688905,4.3648035081107047e-07,714.8017976757294
pure_sinusoid_f00_a00_p07_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,1.9634954084936205,,,,,0,0,7,229050,59.19099446851885,3.852454274621512e-07,1750.174644635652,88.23791070928846,3.852454274621512e-07,2025.1437279170539,3.8015351797030696,3.261628946289273e-07,931.0158547448387
pure_sinusoid_f00_a00_p07_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,100.0,1.9634954084936205,,,,,0,0,7,1229050,38.70786307152352,2.878772515879006e-07,1981.738616629658,53.60929208476682,2.878772515879006e-07,1701.4380581613914,2.2681856991409894,1.0034122473143628e-06,1002.1579975217647
pure_sinusoid_f00_a00_p08_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,2.2252947962927703,,,,,0,0,8,229051,134.49693328925883,5.841102706085012e-07,2485.063636677,128.0091307069967,8.148932540837282e-07,2863.364948971455,4.054126162334086,5.374565656557718e-07,1159.3112797762885
pure_sinusoid_f00_a00_p08_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,100.0,2.2252947962927703,,,,,0,0,8,1229051,32.77419812877923,4.016180542053461e-07,1388.7493111120045,50.00866403099488,4.016180542053461e-07,1466.6867500559365,7.897280816910467,4.186865046685988e-07,1837.2549952797167
pure_sinusoid_f00_a00_p09_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,2.4870941840919194,,,,,0,0,9,229052,64.50284653190928,5.374565656557718e-07,1889.801666866809,57.63806190450069,1.0460564762233288e-06,1578.2585704949506,6.125009281366793,1.0460564762233288e-06,1370.3169610120913
pure_sinusoid_f00_a00_p09_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,100.0,2.4870941840919194,,,,,0,0,9,1229052,30.34841384039524,1.9793642990093455e-07,1589.1418330950844,22.560453429413457,6.617928147962146e-07,1124.6443571164195,3.859572574768933,5.6787622018281265e-08,1696.902192371433
pure_sinusoid_f00_a00_p10_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,2.748893571891069,,,,,0,0,10,229053,14.443694459562337,1.67580234123213e-07,980.4639827177253,24.208793172040046,1.67580234123213e-07,1071.5676076974019,1.9072700240896783,1.185174606011406e-06,758.0123694330829
pure_sinusoid_f00_a00_p10_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,100.0,2.748893571891069,,,,,0,0,10,1229053,45.7894593143362,1.9793642990093455e-07,1674.443230975826,47.40660718525561,1.9793642990093455e-07,1643.5051888946734,6.434248126026322,2.0634857201770751e-07,1317.8851713026868
pure_sinusoid_f00_a00_p11_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,3.010692959690218,,,,,0,0,11,229054,36.369446492528766,1.185174606011406e-06,1343.434868149026,31.170104142546776,7.816727777008644e-07,1270.6445301062508,1.940539127731089,4.2434934681843835e-08,1801.400288042884
pure_sinusoid_f00_a00_p11_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,100.0,3.010692959690218,,,,,0,0,11,1229054,41.7338097780642,9.625064811945243e-07,1403.3966933328365,35.01665466715093,1.090513051218472e-06,1443.1616257151625,3.8106105181670458,1.2880532196885105e-06,1080.9964571911908
pure_sinusoid_f00_a00_p12_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,3.272492347489368,,,,,0,0,12,229055,38.3771838442332,1.090513051218472e-06,1537.5049865105475,44.18352904705955,1.090513051218472e-06,1579.4220629602075,2.743872467092647,4.423838592848049e-08,1077.0430251304233
pure_sinusoid_f00_a00_p12_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,100.0,3.272492347489368,,,,,0,0,12,1229055,27.786583014690848,1.6534391534391535e-06,1566.5267703967081,24.62316211988778,5.155462564751437e-07,1056.5760439343524,3.8349418425553985,2.0634857201770751e-07,1299.5282451238043
pure_sinusoid_f00_a00_p13_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,3.5342917352885173,,,,,0,0,13,229056,20.989958522396876,1.4593552086953837e-06,1109.1899634923943,25.27143130566489,1.4593552086953837e-06,1148.754066457316,1.734992134859148,1.5860339613209675e-06,847.2476397643901
pure_sinusoid_f00_a00_p13_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,100.0,3.5342917352885173,,,,,0,0,13,1229056,72.78436973957133,3.6954025802986347e-07,1860.5873340605249,63.65569521481035,3.6954025802986347e-07,1674.661710057193,4.060982318932808,2.878772515879006e-07,1299.4366202852232
pure_sinusoid_f00_a00_p14_y0,pure_sinusoid,validation,0,1.3616557734204792e-06,8.5,0.0,3.796091123087667,,,,,0,0,14,229057,20.21372075091209,6.707437320201999e-08,1231.1524450529996,25.675635310211746,6.992498114746634e-08,1210.2958566895159,3.253796469807039,6.707437320201999e-08,1070.7349585520592
pure_sinusoid_f00_a00_p14_y1,pure_sinusoid,validation,1,1.3616557734204792e-06,8.5,100.0,3.796091123087667,,,,,0,0,14,1229057,32.38510704792509,9.625064811945243e-07,1220.7642199927132,33.49640174141447,1.6534391534391535e-06,1692.075579173682,3.4757122222198564,9.625064811945243e-07,1059.787711994334
pure_sinusoid_f00_a00_p15_y0,pure_sinusoid,validation,0,1.3616557734204792e-06,8.5,0.0,4.057890510886816,,,,,0,0,15,229058,90.25057646328901,7.192394787581052e-07,2177.496205054505,79.01480096308535,8.148932540837282e-07,1843.3575167646,4.076092717204698,7.192394787581052e-07,1283.63703615333
pure_sinusoid_f00_a00_p15_y1,pure_sinusoid,validation,1,1.3616557734204792e-06,8.5,100.0,4.057890510886816,,,,,0,0,15,1229058,25.79797017687531,4.3648035081107047e-07,1201.794556346095,26.136398822042494,4.3648035081107047e-07,1159.8228759042179,4.295166302488678,4.3648035081107047e-07,1225.2205581021774
pure_sinusoid_f00_a00_p16_y0,pure_sinusoid,validation,0,1.3616557734204792e-06,8.5,0.0,4.319689898685966,,,,,0,0,16,229059,33.96528307182663,1.185174606011406e-06,1465.0502274940084,26.959466122613463,1.2355435917708677e-06,1042.850794062187,1.8575388498521477,5.155462564751437e-07,752.4903511972046
pure_sinusoid_f00_a00_p16_y1,pure_sinusoid,validation,1,1.3616557734204792e-06,8.5,100.0,4.319689898685966,,,,,0,0,16,1229059,87.2749693786451,5.374565656557718e-07,2004.8759738928436,72.5637291512896,5.374565656557718e-07,1804.3804606364804,6.191224283275698,5.374565656557718e-07,1350.9203625279265
pure_sinusoid_f00_a00_p17_y0,pure_sinusoid,validation,0,1.3616557734204792e-06,8.5,0.0,4.581489286485115,,,,,0,0,17,229060,28.352666799396587,6.617928147962146e-07,1372.0798950754686,25.9668977900796,1.3609561042361382e-07,1228.4369266299768,3.9612245425459207,6.617928147962146e-07,1324.3693518407417
pure_sinusoid_f00_a00_p17_y1,pure_sinusoid,validation,1,1.3616557734204792e-06,8.5,100.0,4.581489286485115,,,,,0,0,17,1229060,25.438959552146798,8.856297412221908e-07,1040.4181244726442,40.43359112236308,8.856297412221908e-07,1173.1784550598215,3.687506750665314,8.856297412221908e-07,953.9541514374092
pure_sinusoid_f00_a00_p18_y0,pure_sinusoid,validation,0,1.3616557734204792e-06,8.5,0.0,4.843288674284264,,,,,0,0,18,229061,107.43867571495576,4.3648035081107047e-07,2465.0158407679764,105.24917136120783,4.3648035081107047e-07,2354.636060883142,4.584718623137729,1.8986722272333157e-07,1459.183008322609
pure_sinusoid_f00_a00_p18_y1,pure_sinusoid,validation,1,1.3616557734204792e-06,8.5,100.0,4.843288674284264,,,,,0,0,18,1229061,20.156603157801783,7.192394787581052e-07,1142.7810524958563,20.139377975786957,7.192394787581052e-07,1137.1930807724182,2.747490139765098,9.232683065420291e-07,999.7606059015606
pure_sinusoid_f00_a00_p19_y0,pure_sinusoid,test,0,1.3616557734204792e-06,8.5,0.0,5.105088062083413,,,,,0,0,19,229062,27.367955028421235,5.60298045691317e-07,1136.550281720929,25.78549546918005,8.148932540837282e-07,1304.9431349315046,2.637741410866763,2.540856527413631e-07,846.8198514878867
pure_sinusoid_f00_a00_p19_y1,pure_sinusoid,test,1,1.3616557734204792e-06,8.5,100.0,5.105088062083413,,,,,0,0,19,1229062,40.64757288868353,1.6534391534391535e-06,2136.9362092939423,36.49309020225894,1.6534391534391535e-06,1943.340038843859,5.687352257511762,2.337914759870866e-07,1800.5768338310563
pure_sinusoid_f00_a00_p20_y0,pure_sinusoid,test,0,1.3616557734204792e-06,8.5,0.0,5.3668874498825625,,,,,0,0,20,229063,26.68691908712688,4.186865046685988e-07,1135.9177036401318,27.88559727615987,4.186865046685988e-07,1095.7065814217528,3.4378150083306025,1.3998621708014991e-06,903.0465105405036
pure_sinusoid_f00_a00_p20_y1,pure_sinusoid,test,1,1.3616557734204792e-06,8.5,100.0,5.3668874498825625,,,,,0,0,20,1229063,23.69880581076103,5.155462564751437e-07,1135.112210727853,54.36479695547942,5.155462564751437e-07,1468.1184576044989,3.822299219079028,5.9201051153738824e-08,1654.7080567227704
pure_sinusoid_f00_a00_p21_y0,pure_sinusoid,test,0,1.3616557734204792e-06,8.5,0.0,5.6286868376817125,,,,,0,0,21,229064,32.26343711995372,4.5503042137685423e-07,1355.5595751151996,25.8698812034512,1.185174606011406e-06,1106.1016342272064,2.9084983340242943,4.5503042137685423e-07,978.2730620738072
pure_sinusoid_f00_a00_p21_y1,pure_sinusoid,test,1,1.3616557734204792e-06,8.5,100.0,5.6286868376817125,,,,,0,0,21,1229064,30.137557619054178,5.841102706085012e-07,1137.7291577614526,22.47317158844575,5.60298045691317e-07,982.120645225518,2.6568010042687895,1.3427944653672858e-06,818.3457096993717
pure_sinusoid_f00_a00_p22_y0,pure_sinusoid,test,0,1.3616557734204792e-06,8.5,0.0,5.8904862254808625,,,,,0,0,22,229065,24.844868781447275,1.5213766537651095e-06,1151.00458946173,24.825920406676005,1.5213766537651095e-06,1150.9554143156154,2.7644867567198013,7.192394787581052e-07,953.6429209727503
pure_sinusoid_f00_a00_p22_y1,pure_sinusoid,test,1,1.3616557734204792e-06,8.5,100.0,5.8904862254808625,,,,,0,0,22,1229065,51.349891575052084,1.090513051218472e-06,1603.5111093037233,47.044332097433795,1.090513051218472e-06,1481.1616638860978,4.556617877744603,5.60298045691317e-07,1271.1814234403284
pure_sinusoid_f00_a00_p23_y0,pure_sinusoid,test,0,1.3616557734204792e-06,8.5,0.0,6.152285613280012,,,,,0,0,23,229066,33.821471187447855,4.945291574236076e-07,1440.9171717939744,36.24168841577875,4.186865046685988e-07,1281.9244096552684,2.937460812548757,4.945291574236076e-07,1069.529539791559
pure_sinusoid_f00_a00_p23_y1,pure_sinusoid,test,1,1.3616557734204792e-06,8.5,100.0,6.152285613280012,,,,,0,0,23,1229066,112.79268037212103,4.186865046685988e-07,2415.952344511739,97.08986652498703,4.186865046685988e-07,2064.6215168975327,3.2656976302509584,1.9793642990093455e-07,1047.5642164137118
pure_sinusoid_f00_a01_p00_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,0.1308996938995747,,,,,0,1,0,229143,39.32623731407392,6.617928147962146e-07,1456.1935969760311,27.122855415596405,7.498065891901516e-07,984.9334720441702,5.056045858881625,6.348137319971961e-07,1341.8918331004468
pure_sinusoid_f00_a01_p00_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,200.0,0.1308996938995747,,,,,0,1,0,1229143,31.531934147827684,1.3427944653672858e-06,1222.9205211818419,32.82936312369726,5.155462564751437e-07,1143.6733048582503,2.437176323366703,7.498065891901516e-07,766.9033181468158
pure_sinusoid_f00_a01_p01_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,0.39269908169872414,,,,,0,1,1,229144,53.78304013205229,1.4790933614546375e-07,2002.0871332636032,49.28855610042922,1.4790933614546375e-07,1893.8952145929811,6.9182512298089485,7.816727777008644e-07,1392.0514376293934
pure_sinusoid_f00_a01_p01_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,200.0,0.39269908169872414,,,,,0,1,1,1229144,15.767879778793429,9.625064811945243e-07,869.9970967703323,19.02299374144758,9.625064811945243e-07,907.2227463629657,2.080639980216599,8.610156253592514e-08,874.0987955181636
pure_sinusoid_f00_a01_p02_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,0.6544984694978736,,,,,0,1,2,229145,76.61045961066739,1.3998621708014991e-06,2157.6036523841885,64.1470910386999,1.3998621708014991e-06,1742.6185490622008,3.082521811398621,1.5860339613209675e-06,1225.4226026434264
pure_sinusoid_f00_a01_p02_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,200.0,0.6544984694978736,,,,,0,1,2,1229145,28.237234331590003,6.617928147962146e-07,1399.628345396383,24.067739467150176,6.617928147962146e-07,1177.778349929243,4.828694145677666,6.617928147962146e-07,1336.17823018686
pure_sinusoid_f00_a01_p03_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,0.916297857297023,,,,,0,1,3,229146,68.16786242398533,1.2880532196885105e-06,1791.4866480795984,74.77937492991543,1.2880532196885105e-06,1846.9664461095028,3.9313112702404993,1.2880532196885105e-06,1083.8561324243221
pure_sinusoid_f00_a01_p03_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,200.0,0.916297857297023,,,,,0,1,3,1229146,37.86933660193293,1.3427944653672858e-06,1444.477361781444,37.635172366253755,1.4593552086953837e-06,1325.8913189485659,5.565053878880317,1.3427944653672858e-06,1164.668133824458
pure_sinusoid_f00_a01_p04_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,1.1780972450961724,,,,,0,1,4,229147,53.074802679096905,8.856297412221908e-07,1417.1367353439603,50.28244156530175,8.856297412221908e-07,1282.2468761832038,3.966898833305006,2.878772515879006e-07,1246.079946975332
pure_sinusoid_f00_a01_p04_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,200.0,1.1780972450961724,,,,,0,1,4,1229147,27.523045132181267,8.856297412221908e-07,1486.567687643768,25.176867320032983,3.400245603375082e-07,1224.4317216940126,4.2955553612514805,5.60298045691317e-07,945.0822228830738
pure_sinusoid_f00_a01_p05_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,1.4398966328953218,,,,,0,1,5,229148,30.1112583326873,1.6534391534391535e-06,1839.7818169000839,32.641936770070686,1.6534391534391535e-06,1825.4926565191943,2.697872624645104,5.4472580328288986e-08,1107.8058130800957
pure_sinusoid_f00_a01_p05_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,200.0,1.4398966328953218,,,,,0,1,5,1229148,42.70595312679137,3.6954025802986347e-07,1477.897485398536,37.36230936384922,3.6954025802986347e-07,1318.8671895366615,2.906205360671109,3.6954025802986347e-07,855.2705919724253
pure_sinusoid_f00_a01_p06_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,1.7016960206944713,,,,,0,1,6,229149,38.57704820214357,6.617928147962146e-07,1340.226669262378,34.74620874929306,6.617928147962146e-07,1209.262134581906,3.6192242450853236,4.3648035081107047e-07,1034.9867756070237
pure_sinusoid_f00_a01_p06_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,200.0,1.7016960206944713,,,,,0,1,6,1229149,106.94557444124527,8.148932540837282e-07,2577.865457321809,109.95735976445886,8.148932540837282e-07,2746.945945028366,4.1249123543822535,1.5213766537651095e-06,1082.2104997196652
pure_sinusoid_f00_a01_p07_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,1.9634954084936205,,,,,0,1,7,229150,14.303285612947334,1.6534391534391535e-06,975.4562401692294,16.96571963910273,1.6534391534391535e-06,1011.2933223636246,2.0943410050004907,1.0460564762233288e-06,793.210001952884
pure_sinusoid_f00_a01_p07_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,200.0,1.9634954084936205,,,,,0,1,7,1229150,49.15261818149281,2.540856527413631e-07,1830.6259695205479,56.44107498665875,2.6488409253217433e-07,1773.5269543078807,6.229898959386684,1.821269701727659e-07,1621.5375176206737
pure_sinusoid_f00_a01_p08_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,2.2252947962927703,,,,,0,1,8,229151,8.042712909484607,1.0460564762233288e-06,729.6497820645642,7.8498687586849485,5.60298045691317e-07,613.2542444468553,2.5513412367258965,4.186865046685988e-07,792.2018951867545
pure_sinusoid_f00_a01_p08_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,200.0,2.2252947962927703,,,,,0,1,8,1229151,35.45109887498239,1.2355435917708677e-06,1323.598980415003,51.18048440711948,1.2355435917708677e-06,1421.9945920814764,3.0080402754049693,1.8986722272333157e-07,1229.7327432409675
pure_sinusoid_f00_a01_p09_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,2.4870941840919194,,,,,0,1,9,229152,17.0870157697681,1.4593552086953837e-06,973.3859483817902,23.78619803467309,1.4593552086953837e-06,1076.7836097734612,1.4116139453310375,1.6534391534391535e-06,897.7209055852755
pure_sinusoid_f00_a01_p09_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,200.0,2.4870941840919194,,,,,0,1,9,1229152,21.46030849940462,6.899184873301248e-07,1097.1515867873572,25.207089239281174,6.899184873301248e-07,1052.6474562519052,4.7067291299703875,5.012177908659471e-08,2084.68915492414
pure_sinusoid_f00_a01_p10_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,2.748893571891069,,,,,0,1,10,229153,33.382269810452954,9.625064811945243e-07,1227.5466186418728,30.513011150090264,9.625064811945243e-07,1137.7743895530045,1.9085965658137702,1.0460564762233288e-06,759.8658620258791
pure_sinusoid_f00_a01_p10_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,200.0,2.748893571891069,,,,,0,1,10,1229153,31.899474792350986,1.185174606011406e-06,1260.8103182470643,40.756039219911756,1.185174606011406e-06,1253.031760536742,4.124663780016682,4.7436885530734877e-07,1163.6283141834983
pure_sinusoid_f00_a01_p11_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,3.010692959690218,,,,,0,1,11,229154,33.409159867214555,7.192394787581052e-07,1220.819223259363,26.958625636607394,8.495255745049013e-07,1069.9162154084675,2.676052253471422,2.540856527413631e-07,843.3970555993981
pure_sinusoid_f00_a01_p11_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,200.0,3.010692959690218,,,,,0,1,11,1229154,28.251752391635904,1.6534391534391535e-06,1161.5941892515232,29.01027755130319,1.1368589955786729e-06,1135.2778628363192,5.412465279238971,7.816727777008644e-07,1260.1916057971016
pure_sinusoid_f00_a01_p12_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,3.272492347489368,,,,,0,1,12,229155,46.673357943809265,4.423838592848049e-08,3719.704382165956,55.9972104876006,2.7614145749509915e-07,1658.20871967521,7.033864647921138,2.878772515879006e-07,1309.2383020171303
pure_sinusoid_f00_a01_p12_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,200.0,3.272492347489368,,,,,0,1,12,1229155,18.977081563459222,1.0034122473143628e-06,1143.3755406050284,16.92279684163873,1.6074854766363536e-07,989.8497721040777,2.851228933637735,1.67580234123213e-07,746.6420845839697
pure_sinusoid_f00_a01_p13_y0,pure_sinusoid,train,0,1.3616557734204792e-06,8.5,0.0,3.5342917352885173,,,,,0,1,13,229156,52.23994568244365,1.5213766537651095e-06,1662.5627518408326,55.08127666189961,1.5213766537651095e-06,1702.405417403589,3.9389214549891776,1.5213766537651095e-06,1040.521845896653
pure_sinusoid_f00_a01_p13_y1,pure_sinusoid,train,1,1.3616557734204792e-06,8.5,200.0,3.5342917352885173,,,,,0,1,13,1229156,59.06234856142993,6.617928147962146e-07,1756.712419580006,56.331500564262655,6.617928147962146e-07,1627.4651563014543,4.881645812166681,4.7436885530734877e-07,1171.6583200940183
pure_sinusoid_f00_a01_p14_y0,pure_sinusoid,validation,0,1.3616557734204792e-06,8.5,0.0,3.796091123087667,,,,,0,1,14,229157,31.64264014068678,1.5860339613209675e-06,1493.034698192074,26.608575929045088,1.2880532196885105e-06,1201.7669675581365,4.4780990783880945,6.617928147962146e-07,1342.2016451222546
pure_sinusoid_f00_a01_p14_y1,pure_sinusoid,validation,1,1.3616557734204792e-06,8.5,200.0,3.796091123087667,,,,,0,1,14,1229157,44.561553680977966,1.5860339613209675e-06,1710.5149525202949,55.68300569346667,4.3648035081107047e-07,1715.2016649391437,2.549622495080712,1.6534391534391535e-06,756.4588471883716
pure_sinusoid_f00_a01_p15_y0,pure_sinusoid,validation,0,1.3616557734204792e-06,8.5,0.0,4.057890510886816,,,,,0,1,15,229158,63.696057036415226,1.1368589955786729e-06,1905.6665801836548,58.818950538961076,1.4593552086953837e-06,1803.9374527003715,6.249460016388479,1.1368589955786729e-06,1521.3765534274783
pure_sinusoid_f00_a01_p15_y1,pure_sinusoid,validation,1,1.3616557734204792e-06,8.5,200.0,4.057890510886816,,,,,0,1,15,1229158,53.70153774347892,1.1368589955786729e-06,1553.1404601583795,44.889674604422396,1.1368589955786729e-06,1379.5677154033765,6.111013587349639,1.2880532196885105e-06,1464.5709825698705
pure_sinusoid_f00_a01_p16_y0,pure_sinusoid,validation,0,1.3616557734204792e-06,8.5,0.0,4.319689898685966,,,,,0,1,16,229159,39.82631892677374,7.192394787581052e-07,1410.5244652291492,41.712735586796356,7.192394787581052e-07,1365.4574311831168,1.9066006355367406,2.6488409253217433e-07,856.0921593347848
pure_sinusoid_f00_a01_p16_y1,pure_sinusoid,validation,1,1.3616557734204792e-06,8.5,200.0,4.319689898685966,,,,,0,1,16,1229159,19.500992457746236,1.090513051218472e-06,1087.9237665087835,20.583448987062724,1.090513051218472e-06,1076.8351871009102,4.752229116098391,1.090513051218472e-06,1113.6837447887056
pure_sinusoid_f00_a01_p17_y0,pure_sinusoid,validation,0,1.3616557734204792e-06,8.5,0.0,4.581489286485115,,,,,0,1,17,229160,35.563735865931164,4.016180542053461e-07,1413.7551077886978,29.666615461900676,4.016180542053461e-07,1148.7363269852895,4.290840758206549,4.945291574236076e-07,1420.5991181534096
