scan_time_raw,correction,laser,fitting_function,sweep_range_khz,linear_baseline_subtraction,peak,target,fwhm_khz,fwhm_unc_khz,amp,amp_unc,baseline,baseline_unc,chisq_red,freq_hz,freq_unc_hz,temp_k,scan_time_utc,time_unix_s,mjd,scan_id,days_since_first_observation,seconds_since_first_observation,folder_name,has_data,has_data_corr,has_fits,has_intensity,n_files,files,selection_reason,canonical_strategy
2024-09-25 22:39:47+00:00,mem,Menlo lock,lorentzian,100,none,c,X2,308.3162974187039,255.47632349607025,223.09139236756036,108.5603396275176,320.0796195837317,118.66700732277658,2018.191330249893,2020407444614546.5,31999.647460887267,133.74,2024-09-25 22:39:47+00:00,1727303987.0,60578.944293981476,2024-09-25T22:39:47Z__X2__c,118.76836805555556,10261587.0,2024_09_25_X2_peakc_RT,True,False,True,False,2,"['2024_09_25_X2_peakc_RT_data.pkl', '2024_09_25_X2_peakc_RT_fits.pkl']",mem_fallback_missing_mem_int,mem_int_else_mem_fallback
2024-10-17 00:20:42+00:00,mem int,Menlo lock,lorentzian,none,none,c,X2,144.4077271676435,44.37565471708033,493.3868836404056,72.68822164311366,380.00000000000006,29.28904233414351,250.89104505777993,2020407444567620.0,6942.999441221404,292.3,2024-10-17 00:20:42+00:00,1729124442.0,60600.014375,2024-10-17T00:20:42Z__X2__c,139.83844907407408,12082042.0,2024_10_16_X2_peakc_RT,True,False,True,False,2,"['2024_10_16_X2_peakc_RT_data.pkl', '2024_10_16_X2_peakc_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2024-10-22 17:54:14+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,108.33376496777475,5.959463766874634,818.5410688150158,28.726561784714168,325.00000000000006,10.175356510851532,140.4021456395406,2020407298789906.8,1808.7726797261505,293.0,2024-10-22 17:54:14+00:00,1729619654.0,60605.745995370366,2024-10-22T17:54:14Z__X2__b,145.57006944444444,12577254.0,2024_10_22_X2_peakb_RT,True,False,True,False,2,"['2024_10_22_X2_peakb_RT_data.pkl', '2024_10_22_X2_peakb_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2024-10-22 22:16:43+00:00,mem int,Menlo lock,lorentzian,none,none,c,X2,139.5344357392421,21.265758518269234,562.6349309661896,37.85690157107009,364.9999999999999,36.3185760454103,206.31380308851612,2020407444577785.2,3707.6532521199647,293.0,2024-10-22 22:16:43+00:00,1729635403.0,60605.92827546297,2024-10-22T22:16:43Z__X2__c,145.75234953703705,12593003.0,2024_10_22_X2_peakc_RT,True,False,True,False,2,"['2024_10_22_X2_peakc_RT_data.pkl', '2024_10_22_X2_peakc_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2024-11-01 20:30:51+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,105.2978752563956,10.897502368237518,482.20948028320487,31.685568971627283,367.1534585027685,15.557980015140371,217.1099144078556,2020407298783733.5,3488.595954050072,291.5,2024-11-01 20:30:51+00:00,1730493051.0,60615.85475694445,2024-11-01T20:30:51Z__X2__b,155.6788310185185,13450651.0,2024_11_01_X2_peakb_RT,True,False,True,False,2,"['2024_11_01_X2_peakb_RT_data.pkl', '2024_11_01_X2_peakb_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2024-11-01 22:26:27+00:00,mem int,Menlo lock,lorentzian,none,none,c,X2,150.28504482547575,21.555008792243623,268.6373101376833,22.266949330617127,387.16458170714697,12.618425230251368,158.07608404461726,2020407444580906.0,5342.80946344081,291.5,2024-11-01 22:26:27+00:00,1730499987.0,60615.93503472222,2024-11-01T22:26:27Z__X2__c,155.7591087962963,13457587.0,2024_11_01_X2_peakc_RT,True,False,True,False,2,"['2024_11_01_X2_peakc_RT_data.pkl', '2024_11_01_X2_peakc_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2024-11-05 23:23:14+00:00,mem int,Menlo lock,lorentzian,none,none,c,X2,203.44011585137036,8.607635465515605,271.7277073265416,6.551993669930204,349.30600144599356,3.0962073192471826,19.645615115850248,2020407444567290.0,2194.2804101798583,293.0,2024-11-05 23:23:14+00:00,1730848994.0,60619.97446759259,2024-11-05T23:23:14Z__X2__c,159.79854166666667,13806594.0,2024_11_05_X2_peakc_RT,True,False,True,False,2,"['2024_11_05_X2_peakc_RT_data.pkl', '2024_11_05_X2_peakc_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2024-11-12 00:21:56+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,97.51062726734294,4.178367968735833,397.7165226587756,9.249564553760807,339.4474150795326,4.530140343484893,33.144393793873476,2020407298787546.5,1048.1762999915484,290.7,2024-11-12 00:21:56+00:00,1731370916.0,60626.01523148148,2024-11-12T00:21:56Z__X2__b,165.83930555555557,14328516.0,2024_11_11_X2_peakb_RT,True,True,True,False,3,"['2024_11_11_X2_peakb_RT_data.pkl', '2024_11_11_X2_peakb_RT_data_corr.pkl', '2024_11_11_X2_peakb_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2024-11-19 22:30:02+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,124.04482843622696,13.393675852273915,265.1653973365344,14.429045722345885,349.0468420086226,9.16498438800564,106.97695592240756,2020407298733964.8,3198.2139731851685,135.0,2024-11-19 22:30:02+00:00,1732055402.0,60633.93752314815,2024-11-19T22:30:02Z__X2__b,173.76159722222224,15013002.0,2024_11_19_X2_peakb_135K,True,False,True,False,2,"['2024_11_19_X2_peakb_135K_data.pkl', '2024_11_19_X2_peakb_135K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2024-11-20 22:20:34+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,110.31312643734051,8.149661860061897,266.99963943845086,10.197834513620023,306.5809881448207,5.808794687894034,54.65594522443446,2020407298788969.5,1978.8631803393837,293.5,2024-11-20 22:20:34+00:00,1732141234.0,60634.93094907407,2024-11-20T22:20:34Z__X2__b,174.75502314814815,15098834.0,2024_11_20_X2_peakb_RT,True,False,True,False,2,"['2024_11_20_X2_peakb_RT_data.pkl', '2024_11_20_X2_peakb_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2024-11-21 22:53:32+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,88.57474246220565,7.927091135533938,684.0815473297117,34.71200058476303,355.4907634136858,14.396783689764067,325.01507604955304,2020407298738402.8,2108.6470227772875,133.74,2024-11-21 22:53:32+00:00,1732229612.0,60635.95384259259,2024-11-21T22:53:32Z__X2__b,175.77791666666667,15187212.0,2024_11_21_X2_peakb_134K,True,False,True,False,2,"['2024_11_21_X2_peakb_134K_data.pkl', '2024_11_21_X2_peakb_134K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2024-11-26 00:18:01+00:00,mem int,Menlo lock,lorentzian,none,3,b,C13,39.08307096891664,6.454795053161531,48.91649767376106,4.804774303898322,893.1724915289174,1.325455795270566,2.135298574821122,2020407298780630.0,2169.9551337393455,293.9,2024-11-26 00:18:01+00:00,1732580281.0,60640.012511574074,2024-11-26T00:18:01Z__C13__b,179.83658564814814,15537881.0,2024_11_25_C13_peakb_RT,True,True,True,False,3,"['2024_11_25_C13_peakb_RT_data.pkl', '2024_11_25_C13_peakb_RT_data_corr.pkl', '2024_11_25_C13_peakb_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2024-11-26 22:07:04+00:00,mem int,Menlo lock,lorentzian,none,30,b,C13,41.25568690007649,2.99846324589336,191.172674983122,6.8484417658186905,1060.361650333814,2.4894663575988405,6.153007916250016,2020407298724305.5,743.7289461142798,143.04,2024-11-26 22:07:04+00:00,1732658824.0,60640.92157407408,2024-11-26T22:07:04Z__C13__b,180.74564814814815,15616424.0,2024_11_26_C13_peakb_144K,True,True,True,False,3,"['2024_11_26_C13_peakb_144K_data.pkl', '2024_11_26_C13_peakb_144K_data_corr.pkl', '2024_11_26_C13_peakb_144K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2024-11-27 00:39:18+00:00,mem int,Menlo lock,lorentzian,none,none,b,C13,32.79359242303467,3.978772934325968,253.8767786723147,22.083292910646655,1097.2789306168822,2.9897857755390937,8.381976144973688,2020407298727308.8,839.2415801046259,143.04,2024-11-27 00:39:18+00:00,1732667958.0,60641.027291666665,2024-11-27T00:39:18Z__C13__b,180.85136574074073,15625558.0,2024_11_26_C13_peakb_144K_reverse,True,False,True,False,2,"['2024_11_26_C13_peakb_144K_reverse_data.pkl', '2024_11_26_C13_peakb_144K_reverse_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2024-12-02 22:52:41+00:00,mem int,Menlo lock,lorentzian,none,26,c,C13,61.691191966634,8.451830594787598,67.58748697941314,5.403126744797837,873.184738933915,2.4048505828234115,5.710985371855559,2020407444551890.0,2508.8686493075793,293.8,2024-12-02 22:52:41+00:00,1733179961.0,60646.953252314815,2024-12-02T22:52:41Z__C13__c,186.7773263888889,16137561.0,2024_12_02_C13_peakc_RT,True,True,True,False,3,"['2024_12_02_C13_peakc_RT_data.pkl', '2024_12_02_C13_peakc_RT_data_corr.pkl', '2024_12_02_C13_peakc_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2024-12-03 22:19:31+00:00,mem int,Menlo lock,lorentzian,none,28,c,C13,45.737568109552114,9.477221648137313,62.17850106632109,7.28485082103139,1031.324648720586,1.9615123422362168,3.3946449245805206,2020407447018784.8,1602.260929573324,142.44,2024-12-03 22:19:31+00:00,1733264371.0,60647.93021990741,2024-12-03T22:19:31Z__C13__c,187.75429398148148,16221971.0,2024_12_03_C13_peakc_143K,True,False,True,False,2,"['2024_12_03_C13_peakc_143K_data.pkl', '2024_12_03_C13_peakc_143K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2024-12-06 23:05:04+00:00,mem int,Menlo lock,lorentzian,none,none,c,C13,57.73695533203726,3.98144593983303,95.47870856417327,3.845609565746851,901.2084597018356,1.6085597269861944,2.5527637895026603,2020407444552774.0,1177.5266889183647,293.3,2024-12-06 23:05:04+00:00,1733526304.0,60650.961851851855,2024-12-06T23:05:04Z__C13__c,190.78592592592594,16483904.0,2024_12_06_C13_peakc_RT,True,False,True,False,2,"['2024_12_06_C13_peakc_RT_data.pkl', '2024_12_06_C13_peakc_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-02-12 18:47:44+00:00,mem int,Menlo lock,lorentzian,none,none,c,C10,45.0754791107087,9.945796153311704,21.068481676820372,3.0288517839083107,263.99999999999994,1.6401483756891158,5.335916993408221,2020407444548760.8,2510.672842649145,293.5,2025-02-12 18:47:44+00:00,1739386064.0,60718.78314814815,2025-02-12T18:47:44Z__C10__c,258.6072222222222,22343664.0,2025_02_12_C10_peakc_RT,True,False,True,False,2,"['2025_02_12_C10_peakc_RT_data.pkl', '2025_02_12_C10_peakc_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-02-12 23:10:40+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,30.052574776350585,5.318715068162073,28.11747976019463,2.601250250645422,266.62371280043925,1.8056517810542476,7.898421562776897,2020407298788796.8,1133.2381122473498,293.5,2025-02-12 23:10:40+00:00,1739401840.0,60718.965740740736,2025-02-12T23:10:40Z__C10__b,258.7898148148148,22359440.0,2025_02_12_C10_peakb_RT,True,False,True,False,2,"['2025_02_12_C10_peakb_RT_data.pkl', '2025_02_12_C10_peakb_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-02-14 19:21:14+00:00,mem int,Menlo lock,lorentzian,none,6,b,C10,17.862632889165546,2.7733350468411215,28.30992914945925,2.3483864426654897,296.16538384816295,1.0593130277571765,4.056208524885157,2020407298724760.0,707.5211130295613,145.0,2025-02-14 19:21:14+00:00,1739560874.0,60720.80641203704,2025-02-14T19:21:14Z__C10__b,260.6304861111111,22518474.0,2025_02_14_C10_peakb_145K,True,True,True,False,3,"['2025_02_14_C10_peakb_145K_data.pkl', '2025_02_14_C10_peakb_145K_data_corr.pkl', '2025_02_14_C10_peakb_145K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-02-19 20:04:36+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,34.12130240681381,7.851618034500795,35.463846722703416,3.9262231694658456,290.99999999999994,2.593280951997098,16.04527721440564,2020407298701533.5,1988.1863113533964,195.0,2025-02-19 20:04:36+00:00,1739995476.0,60725.83652777778,2025-02-19T20:04:36Z__C10__b,265.6606018518519,22953076.0,2025_02_19_C10_peakb_195K,True,False,True,False,2,"['2025_02_19_C10_peakb_195K_data.pkl', '2025_02_19_C10_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-02-25 06:32:15+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,33.020297131646664,3.600469591869327,42.28844883156491,2.1069257836882342,303.8758173512282,1.4081365689799457,4.619048507458212,2020407298706596.0,834.3466879394875,175.0,2025-02-25 06:32:15+00:00,1740465135.0,60731.27239583334,2025-02-25T06:32:15Z__C10__b,271.0964699074074,23422735.0,2025_02_24_C10_peakb_175K,True,True,True,False,3,"['2025_02_24_C10_peakb_175K_data.pkl', '2025_02_24_C10_peakb_175K_data_corr.pkl', '2025_02_24_C10_peakb_175K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-02-26 23:05:58+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,24.882572400382102,3.4676520593889792,39.215694577501814,2.6698661738349347,297.8258163301806,1.4611230829207076,6.904946500086899,2020407298706991.2,890.1849538330699,215.0,2025-02-26 23:05:58+00:00,1740611158.0,60732.962476851855,2025-02-26T23:05:58Z__C10__b,272.78655092592595,23568758.0,2025_02_26_C10_peakb_215K,True,True,True,False,3,"['2025_02_26_C10_peakb_215K_data.pkl', '2025_02_26_C10_peakb_215K_data_corr.pkl', '2025_02_26_C10_peakb_215K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-02-28 22:29:31+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,31.124035365606723,8.694208866920226,30.500578936970683,4.284085275625791,290.99999999999994,2.2563805505040944,13.031521206363042,2020407298721696.5,2180.097784875675,250.0,2025-02-28 22:29:31+00:00,1740781771.0,60734.93716435185,2025-02-28T22:29:31Z__C10__b,274.7612384259259,23739371.0,2025_02_28_C10_peakb_250K,True,False,True,False,2,"['2025_02_28_C10_peakb_250K_data.pkl', '2025_02_28_C10_peakb_250K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-03-03 21:55:12+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,33.2049006850097,3.8970272331338296,47.06722820710181,2.6001740204449866,291.64892855549937,1.6901345250198083,9.931034244371173,2020407298748546.0,1034.7342603198276,270.0,2025-03-03 21:55:12+00:00,1741038912.0,60737.91333333333,2025-03-03T21:55:12Z__C10__b,277.73740740740743,23996512.0,2025_03_03_C10_peakb_270K,True,False,True,False,2,"['2025_03_03_C10_peakb_270K_data.pkl', '2025_03_03_C10_peakb_270K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-03-04 23:29:17+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,27.534222883751102,4.705884593409516,49.37987320592264,3.8332151375709143,318.5490485844769,2.564629187359652,17.002912770699222,2020407298703080.8,1204.7583338855625,200.0,2025-03-04 23:29:17+00:00,1741130957.0,60738.97866898148,2025-03-04T23:29:17Z__C10__b,278.80274305555554,24088557.0,2025_03_04_C10_peakb_200K,True,False,True,False,2,"['2025_03_04_C10_peakb_200K_data.pkl', '2025_03_04_C10_peakb_200K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-03-12 02:14:16+00:00,mem int,Menlo lock,lorentzian,none,12,c,C10,42.36702461854132,4.848529586723885,21.1064763659709,0.9751796000968346,325.7382914384757,0.80583441030976,1.129415924781933,2020407446311256.5,975.1686561797484,190.0,2025-03-12 02:14:16+00:00,1741745656.0,60746.09324074074,2025-03-12T02:14:16Z__C10__c,285.9173148148148,24703256.0,2025_03_11_C10_peakc_190K,True,True,True,False,3,"['2025_03_11_C10_peakc_190K_data.pkl', '2025_03_11_C10_peakc_190K_data_corr.pkl', '2025_03_11_C10_peakc_190K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-03-12 21:45:56+00:00,mem int,Menlo lock,lorentzian,none,none,c,C10,62.07679689268302,15.624252307112132,24.84732393079001,3.1099352264387776,332.99999999999994,2.474564233036452,9.07187561888035,2020407446154743.2,3634.2585146617594,200.0,2025-03-12 21:45:56+00:00,1741815956.0,60746.90689814815,2025-03-12T21:45:56Z__C10__c,286.73097222222225,24773556.0,2025_03_12_C10_peakc_200K,True,False,True,False,2,"['2025_03_12_C10_peakc_200K_data.pkl', '2025_03_12_C10_peakc_200K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-03-17 23:03:52+00:00,mem int,Menlo lock,lorentzian,none,7.0,b,C10,29.49875843420423,4.184855543803586,32.36728490435545,2.6299371152458813,325.63291742384956,1.2096226805557255,2.625520450036569,2020407298699879.5,1932.5393356093157,195.0,2025-03-17 23:03:52+00:00,1742252632.0,60751.961018518516,2025-03-17T23:03:52Z__C10__b,291.7850925925926,25210232.0,2025_03_17_C10_peakb_195K,True,False,True,False,2,"['2025_03_17_C10_peakb_195K_data.pkl', '2025_03_17_C10_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-03-21 20:37:01+00:00,mem int,Menlo lock,lorentzian,none,5.0,b,C10,34.29571633966903,4.714687533479608,29.95549957445436,1.8662651354812456,325.44623217837096,1.1118734625846058,3.895292467147449,2020407298702644.0,1140.981221495004,195.0,2025-03-21 20:37:01+00:00,1742589421.0,60755.85903935185,2025-03-21T20:37:01Z__C10__b,295.6831134259259,25547021.0,2025_03_21_C10_peakb_195K,True,True,True,False,3,"['2025_03_21_C10_peakb_195K_data.pkl', '2025_03_21_C10_peakb_195K_data_corr.pkl', '2025_03_21_C10_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-03-25 23:44:55+00:00,mem int,Menlo lock,lorentzian,none,8.0,b,C10,40.90810463490582,4.615885550509638,37.59861322333311,2.453254381001525,340.3854291260012,1.821000147739387,4.485475386481088,2020407298716242.0,1148.5624741078818,153.0,2025-03-25 23:44:55+00:00,1742946295.0,60759.98952546297,2025-03-25T23:44:55Z__C10__b,299.813599537037,25903895.0,2025_03_25_C10_peakb_153K,True,True,True,False,3,"['2025_03_25_C10_peakb_153K_data.pkl', '2025_03_25_C10_peakb_153K_data_corr.pkl', '2025_03_25_C10_peakb_153K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-04-03 18:21:47+00:00,mem int,Menlo lock,lorentzian,none,12.0,b,C10,24.458010328296957,2.8333413299098966,34.95563292960762,2.0657181438406123,333.62923907797835,1.363737686488982,4.423790598825537,2020407298701073.2,718.9097533728351,195.0,2025-04-03 18:21:47+00:00,1743704507.0,60768.765127314815,2025-04-03T18:21:47Z__C10__b,308.5892013888889,26662107.0,2025_04_03_C10_peakb_195K,True,True,True,False,3,"['2025_04_03_C10_peakb_195K_data.pkl', '2025_04_03_C10_peakb_195K_data_corr.pkl', '2025_04_03_C10_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-04-14 19:23:32+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,36.65292428798693,6.641768728228994,25.321925429274053,2.105203662921054,283.3099269591588,1.7656147310493089,5.395081251215378,2020407298788227.5,1532.5627147765322,293.9,2025-04-14 19:23:32+00:00,1744658612.0,60779.80800925926,2025-04-14T19:23:32Z__C10__b,319.63208333333336,27616212.0,2025_04_14_C10_peakb_RT,True,True,True,False,3,"['2025_04_14_C10_peakb_RT_data.pkl', '2025_04_14_C10_peakb_RT_data_corr.pkl', '2025_04_14_C10_peakb_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-04-18 21:58:47+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,44.665263868773486,6.933948468098431,27.607623840291858,2.380049371214602,342.3202206115868,1.8608381988421716,4.190969693021854,2020407298701415.2,1511.747220360914,195.0,2025-04-18 21:58:47+00:00,1745013527.0,60783.91582175926,2025-04-18T21:58:47Z__C10__b,323.7398958333333,27971127.0,2025_04_18_C10_peakb_195K,True,True,True,False,3,"['2025_04_18_C10_peakb_195K_data.pkl', '2025_04_18_C10_peakb_195K_data_corr.pkl', '2025_04_18_C10_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
2025-04-21 22:13:42+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,33.99290981079889,8.085494938394218,18.70684882453271,2.422134012387042,300.23604844727055,1.656186407876696,4.817189921407309,2020407298784763.2,1894.042498596264,293.7,2025-04-21 22:13:42+00:00,1745273622.0,60786.92618055556,2025-04-21T22:13:42Z__C10__b,326.75025462962964,28231222.0,2025_04_21_C10_peakb_RT,True,True,True,False,3,"['2025_04_21_C10_peakb_RT_data.pkl', '2025_04_21_C10_peakb_RT_data_corr.pkl', '2025_04_21_C10_peakb_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback
