scan_time_raw,correction,laser,fitting_function,sweep_range_khz,linear_baseline_subtraction,peak,target,fwhm_khz,fwhm_unc_khz,amp,amp_unc,baseline,baseline_unc,chisq_red,freq_hz,freq_unc_hz,temp_k,scan_time_utc,time_unix_s,mjd,scan_id,days_since_first_observation,seconds_since_first_observation,folder_name,has_data,has_data_corr,has_fits,has_intensity,n_files,files,selection_reason,canonical_strategy,temperature_model_available,temperature_model_source,temperature_trend_hz,temperature_residual_hz,target_peak_offset_hz,residual_hz,residual_abs_z
2024-11-21 22:53:32+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,88.57474246220565,7.927091135533938,684.0815473297117,34.71200058476303,355.4907634136858,14.396783689764067,325.01507604955304,2020407298738402.8,2108.6470227772875,133.74,2024-11-21 22:53:32+00:00,1732229612.0,60635.95384259259,2024-11-21T22:53:32Z__X2__b,175.77791666666667,15187212.0,2024_11_21_X2_peakb_134K,True,False,True,False,2,"['2024_11_21_X2_peakb_134K_data.pkl', '2024_11_21_X2_peakb_134K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298735462.2,2940.5,5873.088977846701,-2932.588977846701,1.3907443712339318
2024-11-26 00:18:01+00:00,mem int,Menlo lock,lorentzian,none,3,b,C13,39.08307096891664,6.454795053161531,48.91649767376106,4.804774303898322,893.1724915289174,1.325455795270566,2.135298574821122,2020407298780630.0,2169.9551337393455,293.9,2024-11-26 00:18:01+00:00,1732580281.0,60640.012511574074,2024-11-26T00:18:01Z__C13__b,179.83658564814814,15537881.0,2024_11_25_C13_peakb_RT,True,True,True,False,3,"['2024_11_25_C13_peakb_RT_data.pkl', '2024_11_25_C13_peakb_RT_data_corr.pkl', '2024_11_25_C13_peakb_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298785990.2,-5360.25,-485.6571810193414,-4874.592818980658,2.246402583716366
2024-11-26 22:07:04+00:00,mem int,Menlo lock,lorentzian,none,30,b,C13,41.25568690007649,2.99846324589336,191.172674983122,6.8484417658186905,1060.361650333814,2.4894663575988405,6.153007916250016,2020407298724305.5,743.7289461142798,143.04,2024-11-26 22:07:04+00:00,1732658824.0,60640.92157407408,2024-11-26T22:07:04Z__C13__b,180.74564814814815,15616424.0,2024_11_26_C13_peakb_144K,True,True,True,False,3,"['2024_11_26_C13_peakb_144K_data.pkl', '2024_11_26_C13_peakb_144K_data_corr.pkl', '2024_11_26_C13_peakb_144K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298726031.0,-1725.5,-485.6571810193414,-1239.8428189806586,1.6670627457199267
2024-11-27 00:39:18+00:00,mem int,Menlo lock,lorentzian,none,none,b,C13,32.79359242303467,3.978772934325968,253.8767786723147,22.083292910646655,1097.2789306168822,2.9897857755390937,8.381976144973688,2020407298727308.8,839.2415801046259,143.04,2024-11-27 00:39:18+00:00,1732667958.0,60641.027291666665,2024-11-27T00:39:18Z__C13__b,180.85136574074073,15625558.0,2024_11_26_C13_peakb_144K_reverse,True,False,True,False,2,"['2024_11_26_C13_peakb_144K_reverse_data.pkl', '2024_11_26_C13_peakb_144K_reverse_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298726031.0,1277.75,-485.6571810193414,1763.4071810193414,2.101191388538569
2025-02-12 23:10:40+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,30.052574776350585,5.318715068162073,28.11747976019463,2.601250250645422,266.62371280043925,1.8056517810542476,7.898421562776897,2020407298788796.8,1133.2381122473498,293.5,2025-02-12 23:10:40+00:00,1739401840.0,60718.965740740736,2025-02-12T23:10:40Z__C10__b,258.7898148148148,22359440.0,2025_02_12_C10_peakb_RT,True,False,True,False,2,"['2025_02_12_C10_peakb_RT_data.pkl', '2025_02_12_C10_peakb_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298785300.8,3496.0,578.0131515048972,2917.986848495103,2.574910618482799
2025-02-14 19:21:14+00:00,mem int,Menlo lock,lorentzian,none,6,b,C10,17.862632889165546,2.7733350468411215,28.30992914945925,2.3483864426654897,296.16538384816295,1.0593130277571765,4.056208524885157,2020407298724760.0,707.5211130295613,145.0,2025-02-14 19:21:14+00:00,1739560874.0,60720.80641203704,2025-02-14T19:21:14Z__C10__b,260.6304861111111,22518474.0,2025_02_14_C10_peakb_145K,True,True,True,False,3,"['2025_02_14_C10_peakb_145K_data.pkl', '2025_02_14_C10_peakb_145K_data_corr.pkl', '2025_02_14_C10_peakb_145K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298724237.8,522.25,578.0131515048972,-55.76315150489722,0.0788148233006403
2025-02-19 20:04:36+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,34.12130240681381,7.851618034500795,35.463846722703416,3.9262231694658456,290.99999999999994,2.593280951997098,16.04527721440564,2020407298701533.5,1988.1863113533964,195.0,2025-02-19 20:04:36+00:00,1739995476.0,60725.83652777778,2025-02-19T20:04:36Z__C10__b,265.6606018518519,22953076.0,2025_02_19_C10_peakb_195K,True,False,True,False,2,"['2025_02_19_C10_peakb_195K_data.pkl', '2025_02_19_C10_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298701391.2,142.25,578.0131515048972,-435.7631515048972,0.2191762155369961
2025-02-25 06:32:15+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,33.020297131646664,3.600469591869327,42.28844883156491,2.1069257836882342,303.8758173512282,1.4081365689799457,4.619048507458212,2020407298706596.0,834.3466879394875,175.0,2025-02-25 06:32:15+00:00,1740465135.0,60731.27239583334,2025-02-25T06:32:15Z__C10__b,271.0964699074074,23422735.0,2025_02_24_C10_peakb_175K,True,True,True,False,3,"['2025_02_24_C10_peakb_175K_data.pkl', '2025_02_24_C10_peakb_175K_data_corr.pkl', '2025_02_24_C10_peakb_175K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298705241.8,1354.25,578.0131515048972,776.2368484951028,0.9303528853360783
2025-02-26 23:05:58+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,24.882572400382102,3.4676520593889792,39.215694577501814,2.6698661738349347,297.8258163301806,1.4611230829207076,6.904946500086899,2020407298706991.2,890.1849538330699,215.0,2025-02-26 23:05:58+00:00,1740611158.0,60732.962476851855,2025-02-26T23:05:58Z__C10__b,272.78655092592595,23568758.0,2025_02_26_C10_peakb_215K,True,True,True,False,3,"['2025_02_26_C10_peakb_215K_data.pkl', '2025_02_26_C10_peakb_215K_data_corr.pkl', '2025_02_26_C10_peakb_215K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298704591.5,2399.75,578.0131515048972,1821.7368484951028,2.0464700517019976
2025-02-28 22:29:31+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,31.124035365606723,8.694208866920226,30.500578936970683,4.284085275625791,290.99999999999994,2.2563805505040944,13.031521206363042,2020407298721696.5,2180.097784875675,250.0,2025-02-28 22:29:31+00:00,1740781771.0,60734.93716435185,2025-02-28T22:29:31Z__C10__b,274.7612384259259,23739371.0,2025_02_28_C10_peakb_250K,True,False,True,False,2,"['2025_02_28_C10_peakb_250K_data.pkl', '2025_02_28_C10_peakb_250K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298727158.0,-5461.5,578.0131515048972,-6039.513151504897,2.7702946140323306
2025-03-03 21:55:12+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,33.2049006850097,3.8970272331338296,47.06722820710181,2.6001740204449866,291.64892855549937,1.6901345250198083,9.931034244371173,2020407298748546.0,1034.7342603198276,270.0,2025-03-03 21:55:12+00:00,1741038912.0,60737.91333333333,2025-03-03T21:55:12Z__C10__b,277.73740740740743,23996512.0,2025_03_03_C10_peakb_270K,True,False,True,False,2,"['2025_03_03_C10_peakb_270K_data.pkl', '2025_03_03_C10_peakb_270K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298749748.0,-1202.0,578.0131515048972,-1780.0131515048972,1.720261152805272
2025-03-04 23:29:17+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,27.534222883751102,4.705884593409516,49.37987320592264,3.8332151375709143,318.5490485844769,2.564629187359652,17.002912770699222,2020407298703080.8,1204.7583338855625,200.0,2025-03-04 23:29:17+00:00,1741130957.0,60738.97866898148,2025-03-04T23:29:17Z__C10__b,278.80274305555554,24088557.0,2025_03_04_C10_peakb_200K,True,False,True,False,2,"['2025_03_04_C10_peakb_200K_data.pkl', '2025_03_04_C10_peakb_200K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298701530.2,1550.5,578.0131515048972,972.4868484951028,0.8072049149962364
2025-03-17 23:03:52+00:00,mem int,Menlo lock,lorentzian,none,7.0,b,C10,29.49875843420423,4.184855543803586,32.36728490435545,2.6299371152458813,325.63291742384956,1.2096226805557255,2.625520450036569,2020407298699879.5,1932.5393356093157,195.0,2025-03-17 23:03:52+00:00,1742252632.0,60751.961018518516,2025-03-17T23:03:52Z__C10__b,291.7850925925926,25210232.0,2025_03_17_C10_peakb_195K,True,False,True,False,2,"['2025_03_17_C10_peakb_195K_data.pkl', '2025_03_17_C10_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298701391.2,-1511.75,578.0131515048972,-2089.763151504897,1.0813560753970421
2025-03-21 20:37:01+00:00,mem int,Menlo lock,lorentzian,none,5.0,b,C10,34.29571633966903,4.714687533479608,29.95549957445436,1.8662651354812456,325.44623217837096,1.1118734625846058,3.895292467147449,2020407298702644.0,1140.981221495004,195.0,2025-03-21 20:37:01+00:00,1742589421.0,60755.85903935185,2025-03-21T20:37:01Z__C10__b,295.6831134259259,25547021.0,2025_03_21_C10_peakb_195K,True,True,True,False,3,"['2025_03_21_C10_peakb_195K_data.pkl', '2025_03_21_C10_peakb_195K_data_corr.pkl', '2025_03_21_C10_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298701391.2,1252.75,578.0131515048972,674.7368484951028,0.5913654280926807
2025-03-25 23:44:55+00:00,mem int,Menlo lock,lorentzian,none,8.0,b,C10,40.90810463490582,4.615885550509638,37.59861322333311,2.453254381001525,340.3854291260012,1.821000147739387,4.485475386481088,2020407298716242.0,1148.5624741078818,153.0,2025-03-25 23:44:55+00:00,1742946295.0,60759.98952546297,2025-03-25T23:44:55Z__C10__b,299.813599537037,25903895.0,2025_03_25_C10_peakb_153K,True,True,True,False,3,"['2025_03_25_C10_peakb_153K_data.pkl', '2025_03_25_C10_peakb_153K_data_corr.pkl', '2025_03_25_C10_peakb_153K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298717621.0,-1379.0,578.0131515048972,-1957.0131515048972,1.7038804554579932
2025-04-03 18:21:47+00:00,mem int,Menlo lock,lorentzian,none,12.0,b,C10,24.458010328296957,2.8333413299098966,34.95563292960762,2.0657181438406123,333.62923907797835,1.363737686488982,4.423790598825537,2020407298701073.2,718.9097533728351,195.0,2025-04-03 18:21:47+00:00,1743704507.0,60768.765127314815,2025-04-03T18:21:47Z__C10__b,308.5892013888889,26662107.0,2025_04_03_C10_peakb_195K,True,True,True,False,3,"['2025_04_03_C10_peakb_195K_data.pkl', '2025_04_03_C10_peakb_195K_data_corr.pkl', '2025_04_03_C10_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298701391.2,-318.0,578.0131515048972,-896.0131515048972,1.2463499727207266
2025-04-14 19:23:32+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,36.65292428798693,6.641768728228994,25.321925429274053,2.105203662921054,283.3099269591588,1.7656147310493089,5.395081251215378,2020407298788227.5,1532.5627147765322,293.9,2025-04-14 19:23:32+00:00,1744658612.0,60779.80800925926,2025-04-14T19:23:32Z__C10__b,319.63208333333336,27616212.0,2025_04_14_C10_peakb_RT,True,True,True,False,3,"['2025_04_14_C10_peakb_RT_data.pkl', '2025_04_14_C10_peakb_RT_data_corr.pkl', '2025_04_14_C10_peakb_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298785990.2,2237.25,578.0131515048972,1659.2368484951028,1.0826551060502874
2025-04-18 21:58:47+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,44.665263868773486,6.933948468098431,27.607623840291858,2.380049371214602,342.3202206115868,1.8608381988421716,4.190969693021854,2020407298701415.2,1511.747220360914,195.0,2025-04-18 21:58:47+00:00,1745013527.0,60783.91582175926,2025-04-18T21:58:47Z__C10__b,323.7398958333333,27971127.0,2025_04_18_C10_peakb_195K,True,True,True,False,3,"['2025_04_18_C10_peakb_195K_data.pkl', '2025_04_18_C10_peakb_195K_data_corr.pkl', '2025_04_18_C10_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298701391.2,24.0,578.0131515048972,-554.0131515048972,0.3664720821333029
2025-04-21 22:13:42+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,33.99290981079889,8.085494938394218,18.70684882453271,2.422134012387042,300.23604844727055,1.656186407876696,4.817189921407309,2020407298784763.2,1894.042498596264,293.7,2025-04-21 22:13:42+00:00,1745273622.0,60786.92618055556,2025-04-21T22:13:42Z__C10__b,326.75025462962964,28231222.0,2025_04_21_C10_peakb_RT,True,True,True,False,3,"['2025_04_21_C10_peakb_RT_data.pkl', '2025_04_21_C10_peakb_RT_data_corr.pkl', '2025_04_21_C10_peakb_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298785645.0,-881.75,578.0131515048972,-1459.7631515048972,0.7707129869508075
2025-05-21 00:56:44+00:00,mem int,Menlo lock,lorentzian,none,none,b,C13,44.53166315699951,7.310119292686767,61.339236162417066,5.292870790189351,893.4871795750553,3.695924526567016,7.864756346892999,2020407298783831.2,1671.8451683939777,293.0,2025-05-21 00:56:44+00:00,1747789004.0,60816.03939814815,2025-05-21T00:56:44Z__C13__b,355.86347222222224,30746604.0,2025_05_20_C13_peakb_RT,True,True,True,False,3,"['2025_05_20_C13_peakb_RT_data.pkl', '2025_05_20_C13_peakb_RT_data_corr.pkl', '2025_05_20_C13_peakb_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298784443.0,-611.75,-485.6571810193414,-126.09281898065859,0.07542134963477926
2025-05-21 22:35:20+00:00,mem int,Menlo lock,lorentzian,none,6,b,C13,39.76866574805731,4.019219657619942,97.69877233797796,5.18649663576549,1054.3008630895615,3.2452045855138087,6.1047131702569155,2020407298700931.2,955.276945348038,195.0,2025-05-21 22:35:20+00:00,1747866920.0,60816.941203703704,2025-05-21T22:35:20Z__C13__b,356.7652777777778,30824520.0,2025_05_21_C13_peakb_195K,True,True,True,False,3,"['2025_05_21_C13_peakb_195K_data.pkl', '2025_05_21_C13_peakb_195K_data_corr.pkl', '2025_05_21_C13_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298701391.2,-460.0,-485.6571810193414,25.657181019341408,0.026858369339159204
2025-05-23 20:45:20+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,110.12628323261728,4.190435332090491,92.31321505011026,1.924877784126348,125.0,1.201604043621204,5.102276300593306,2020407298785314.5,988.782727212488,293.0,2025-05-23 20:45:20+00:00,1748033120.0,60818.86481481481,2025-05-23T20:45:20Z__X2__b,358.68888888888887,30990720.0,2025_05_23_X2_peakb_RT,True,True,True,False,3,"['2025_05_23_X2_peakb_RT_data.pkl', '2025_05_23_X2_peakb_RT_data_corr.pkl', '2025_05_23_X2_peakb_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298784443.0,871.5,5873.088977846701,-5001.588977846701,5.05832964128212
2025-05-27 20:54:22+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,89.04279637070178,2.884789681353655,90.3297433019224,1.6266710334530654,138.90073694854445,0.860467480892872,3.0252299708994497,2020407298708342.8,714.1286308592063,195.0,2025-05-27 20:54:22+00:00,1748379262.0,60822.871087962965,2025-05-27T20:54:22Z__X2__b,362.69516203703705,31336862.0,2025_05_27_X2_peakb_195K,True,True,True,False,3,"['2025_05_27_X2_peakb_195K_data.pkl', '2025_05_27_X2_peakb_195K_data_corr.pkl', '2025_05_27_X2_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298701391.2,6951.5,5873.088977846701,1078.4110221532992,1.5101075290256958
2025-05-28 20:51:43+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,87.46428220631924,5.0306349861854285,86.49432777702637,2.759277047576295,144.24574436125454,1.44957655110544,8.49362927666841,2020407298711024.8,1249.0910656041897,195.0,2025-05-28 20:51:43+00:00,1748465503.0,60823.86924768519,2025-05-28T20:51:43Z__X2__b,363.6933217592593,31423103.0,2025_05_28_X2_peakb_195K,True,True,True,False,3,"['2025_05_28_X2_peakb_195K_data.pkl', '2025_05_28_X2_peakb_195K_data_corr.pkl', '2025_05_28_X2_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298701391.2,9633.5,5873.088977846701,3760.411022153299,3.0105179083435165
2025-06-03 20:47:46+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,109.3857085719664,10.300712964396888,135.6084038229485,7.069716279434418,143.2563389171668,4.174713407345493,54.85051756051825,2020407298715102.5,2450.583833478595,215.0,2025-06-03 20:47:46+00:00,1748983666.0,60829.86650462963,2025-06-03T20:47:46Z__X2__b,369.6905787037037,31941266.0,2025_06_03_X2_peakb_215K,True,True,True,False,3,"['2025_06_03_X2_peakb_215K_data.pkl', '2025_06_03_X2_peakb_215K_data_corr.pkl', '2025_06_03_X2_peakb_215K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298704591.5,10511.0,5873.088977846701,4637.911022153299,1.8925739078143682
2025-06-04 00:45:04+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,92.2011058445626,2.9000416169495855,162.3473882093621,2.9424933860692137,139.62900098775162,1.451099249219177,8.193744741385443,2020407298733014.8,746.8181978732053,245.0,2025-06-04 00:45:04+00:00,1748997904.0,60830.03129629629,2025-06-04T00:45:04Z__X2__b,369.8553703703704,31955504.0,2025_06_03_X2_peakb_245K,True,True,True,False,3,"['2025_06_03_X2_peakb_245K_data.pkl', '2025_06_03_X2_peakb_245K_data_corr.pkl', '2025_06_03_X2_peakb_245K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298722612.2,10402.5,5873.088977846701,4529.411022153299,6.064944634520411
2025-06-04 19:59:15+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,83.4563580006198,1.8847066392748095,168.84024576433896,2.225491571400234,149.95812149735963,1.0271538101137343,4.092085329118259,2020407298714237.2,490.55143134825,170.0,2025-06-04 19:59:15+00:00,1749067155.0,60830.8328125,2025-06-04T19:59:15Z__X2__b,370.65688657407406,32024755.0,2025_06_04_X2_peakb_170K,True,True,True,False,3,"['2025_06_04_X2_peakb_170K_data.pkl', '2025_06_04_X2_peakb_170K_data_corr.pkl', '2025_06_04_X2_peakb_170K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,True,data_derived_from_canonical_C10_C13,2020407298707306.0,6931.25,5873.088977846701,1058.1610221532992,2.1570847714071686
