scan_time_raw,correction,laser,fitting_function,sweep_range_khz,linear_baseline_subtraction,peak,target,fwhm_khz,fwhm_unc_khz,amp,amp_unc,baseline,baseline_unc,chisq_red,freq_hz,freq_unc_hz,temp_k,scan_time_utc,time_unix_s,mjd,scan_id,days_since_first_observation,seconds_since_first_observation,folder_name,has_data,has_data_corr,has_fits,has_intensity,n_files,files,selection_reason,canonical_strategy,strict_qc_threshold
2025-02-26 23:05:58+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,24.882572400382102,3.4676520593889792,39.215694577501814,2.6698661738349347,297.8258163301806,1.4611230829207076,6.904946500086899,2020407298706991.2,890.1849538330699,215.0,2025-02-26 23:05:58+00:00,1740611158.0,60732.962476851855,2025-02-26T23:05:58Z__C10__b,272.78655092592595,23568758.0,2025_02_26_C10_peakb_215K,True,True,True,False,3,"['2025_02_26_C10_peakb_215K_data.pkl', '2025_02_26_C10_peakb_215K_data_corr.pkl', '2025_02_26_C10_peakb_215K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-03-03 21:55:12+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,33.2049006850097,3.8970272331338296,47.06722820710181,2.6001740204449866,291.64892855549937,1.6901345250198083,9.931034244371173,2020407298748546.0,1034.7342603198276,270.0,2025-03-03 21:55:12+00:00,1741038912.0,60737.91333333333,2025-03-03T21:55:12Z__C10__b,277.73740740740743,23996512.0,2025_03_03_C10_peakb_270K,True,False,True,False,2,"['2025_03_03_C10_peakb_270K_data.pkl', '2025_03_03_C10_peakb_270K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-03-12 02:14:16+00:00,mem int,Menlo lock,lorentzian,none,12,c,C10,42.36702461854132,4.848529586723885,21.1064763659709,0.9751796000968346,325.7382914384757,0.80583441030976,1.129415924781933,2020407446311256.5,975.1686561797484,190.0,2025-03-12 02:14:16+00:00,1741745656.0,60746.09324074074,2025-03-12T02:14:16Z__C10__c,285.9173148148148,24703256.0,2025_03_11_C10_peakc_190K,True,True,True,False,3,"['2025_03_11_C10_peakc_190K_data.pkl', '2025_03_11_C10_peakc_190K_data_corr.pkl', '2025_03_11_C10_peakc_190K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-03-12 21:45:56+00:00,mem int,Menlo lock,lorentzian,none,none,c,C10,62.07679689268302,15.624252307112132,24.84732393079001,3.1099352264387776,332.99999999999994,2.474564233036452,9.07187561888035,2020407446154743.2,3634.2585146617594,200.0,2025-03-12 21:45:56+00:00,1741815956.0,60746.90689814815,2025-03-12T21:45:56Z__C10__c,286.73097222222225,24773556.0,2025_03_12_C10_peakc_200K,True,False,True,False,2,"['2025_03_12_C10_peakc_200K_data.pkl', '2025_03_12_C10_peakc_200K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-03-17 23:03:52+00:00,mem int,Menlo lock,lorentzian,none,7.0,b,C10,29.49875843420423,4.184855543803586,32.36728490435545,2.6299371152458813,325.63291742384956,1.2096226805557255,2.625520450036569,2020407298699879.5,1932.5393356093157,195.0,2025-03-17 23:03:52+00:00,1742252632.0,60751.961018518516,2025-03-17T23:03:52Z__C10__b,291.7850925925926,25210232.0,2025_03_17_C10_peakb_195K,True,False,True,False,2,"['2025_03_17_C10_peakb_195K_data.pkl', '2025_03_17_C10_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-03-21 20:37:01+00:00,mem int,Menlo lock,lorentzian,none,5.0,b,C10,34.29571633966903,4.714687533479608,29.95549957445436,1.8662651354812456,325.44623217837096,1.1118734625846058,3.895292467147449,2020407298702644.0,1140.981221495004,195.0,2025-03-21 20:37:01+00:00,1742589421.0,60755.85903935185,2025-03-21T20:37:01Z__C10__b,295.6831134259259,25547021.0,2025_03_21_C10_peakb_195K,True,True,True,False,3,"['2025_03_21_C10_peakb_195K_data.pkl', '2025_03_21_C10_peakb_195K_data_corr.pkl', '2025_03_21_C10_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-03-25 23:44:55+00:00,mem int,Menlo lock,lorentzian,none,8.0,b,C10,40.90810463490582,4.615885550509638,37.59861322333311,2.453254381001525,340.3854291260012,1.821000147739387,4.485475386481088,2020407298716242.0,1148.5624741078818,153.0,2025-03-25 23:44:55+00:00,1742946295.0,60759.98952546297,2025-03-25T23:44:55Z__C10__b,299.813599537037,25903895.0,2025_03_25_C10_peakb_153K,True,True,True,False,3,"['2025_03_25_C10_peakb_153K_data.pkl', '2025_03_25_C10_peakb_153K_data_corr.pkl', '2025_03_25_C10_peakb_153K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-04-03 18:21:47+00:00,mem int,Menlo lock,lorentzian,none,12.0,b,C10,24.458010328296957,2.8333413299098966,34.95563292960762,2.0657181438406123,333.62923907797835,1.363737686488982,4.423790598825537,2020407298701073.2,718.9097533728351,195.0,2025-04-03 18:21:47+00:00,1743704507.0,60768.765127314815,2025-04-03T18:21:47Z__C10__b,308.5892013888889,26662107.0,2025_04_03_C10_peakb_195K,True,True,True,False,3,"['2025_04_03_C10_peakb_195K_data.pkl', '2025_04_03_C10_peakb_195K_data_corr.pkl', '2025_04_03_C10_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-04-14 19:23:32+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,36.65292428798693,6.641768728228994,25.321925429274053,2.105203662921054,283.3099269591588,1.7656147310493089,5.395081251215378,2020407298788227.5,1532.5627147765322,293.9,2025-04-14 19:23:32+00:00,1744658612.0,60779.80800925926,2025-04-14T19:23:32Z__C10__b,319.63208333333336,27616212.0,2025_04_14_C10_peakb_RT,True,True,True,False,3,"['2025_04_14_C10_peakb_RT_data.pkl', '2025_04_14_C10_peakb_RT_data_corr.pkl', '2025_04_14_C10_peakb_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-04-18 21:58:47+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,44.665263868773486,6.933948468098431,27.607623840291858,2.380049371214602,342.3202206115868,1.8608381988421716,4.190969693021854,2020407298701415.2,1511.747220360914,195.0,2025-04-18 21:58:47+00:00,1745013527.0,60783.91582175926,2025-04-18T21:58:47Z__C10__b,323.7398958333333,27971127.0,2025_04_18_C10_peakb_195K,True,True,True,False,3,"['2025_04_18_C10_peakb_195K_data.pkl', '2025_04_18_C10_peakb_195K_data_corr.pkl', '2025_04_18_C10_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-04-21 22:13:42+00:00,mem int,Menlo lock,lorentzian,none,none,b,C10,33.99290981079889,8.085494938394218,18.70684882453271,2.422134012387042,300.23604844727055,1.656186407876696,4.817189921407309,2020407298784763.2,1894.042498596264,293.7,2025-04-21 22:13:42+00:00,1745273622.0,60786.92618055556,2025-04-21T22:13:42Z__C10__b,326.75025462962964,28231222.0,2025_04_21_C10_peakb_RT,True,True,True,False,3,"['2025_04_21_C10_peakb_RT_data.pkl', '2025_04_21_C10_peakb_RT_data_corr.pkl', '2025_04_21_C10_peakb_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-05-21 00:56:44+00:00,mem int,Menlo lock,lorentzian,none,none,b,C13,44.53166315699951,7.310119292686767,61.339236162417066,5.292870790189351,893.4871795750553,3.695924526567016,7.864756346892999,2020407298783831.2,1671.8451683939777,293.0,2025-05-21 00:56:44+00:00,1747789004.0,60816.03939814815,2025-05-21T00:56:44Z__C13__b,355.86347222222224,30746604.0,2025_05_20_C13_peakb_RT,True,True,True,False,3,"['2025_05_20_C13_peakb_RT_data.pkl', '2025_05_20_C13_peakb_RT_data_corr.pkl', '2025_05_20_C13_peakb_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-05-21 22:35:20+00:00,mem int,Menlo lock,lorentzian,none,6,b,C13,39.76866574805731,4.019219657619942,97.69877233797796,5.18649663576549,1054.3008630895615,3.2452045855138087,6.1047131702569155,2020407298700931.2,955.276945348038,195.0,2025-05-21 22:35:20+00:00,1747866920.0,60816.941203703704,2025-05-21T22:35:20Z__C13__b,356.7652777777778,30824520.0,2025_05_21_C13_peakb_195K,True,True,True,False,3,"['2025_05_21_C13_peakb_195K_data.pkl', '2025_05_21_C13_peakb_195K_data_corr.pkl', '2025_05_21_C13_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-05-23 20:45:20+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,110.12628323261728,4.190435332090491,92.31321505011026,1.924877784126348,125.0,1.201604043621204,5.102276300593306,2020407298785314.5,988.782727212488,293.0,2025-05-23 20:45:20+00:00,1748033120.0,60818.86481481481,2025-05-23T20:45:20Z__X2__b,358.68888888888887,30990720.0,2025_05_23_X2_peakb_RT,True,True,True,False,3,"['2025_05_23_X2_peakb_RT_data.pkl', '2025_05_23_X2_peakb_RT_data_corr.pkl', '2025_05_23_X2_peakb_RT_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-05-27 20:54:22+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,89.04279637070178,2.884789681353655,90.3297433019224,1.6266710334530654,138.90073694854445,0.860467480892872,3.0252299708994497,2020407298708342.8,714.1286308592063,195.0,2025-05-27 20:54:22+00:00,1748379262.0,60822.871087962965,2025-05-27T20:54:22Z__X2__b,362.69516203703705,31336862.0,2025_05_27_X2_peakb_195K,True,True,True,False,3,"['2025_05_27_X2_peakb_195K_data.pkl', '2025_05_27_X2_peakb_195K_data_corr.pkl', '2025_05_27_X2_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-05-28 20:51:43+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,87.46428220631924,5.0306349861854285,86.49432777702637,2.759277047576295,144.24574436125454,1.44957655110544,8.49362927666841,2020407298711024.8,1249.0910656041897,195.0,2025-05-28 20:51:43+00:00,1748465503.0,60823.86924768519,2025-05-28T20:51:43Z__X2__b,363.6933217592593,31423103.0,2025_05_28_X2_peakb_195K,True,True,True,False,3,"['2025_05_28_X2_peakb_195K_data.pkl', '2025_05_28_X2_peakb_195K_data_corr.pkl', '2025_05_28_X2_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-05-28 23:11:16+00:00,mem int,Menlo lock,lorentzian,none,none,c,X2,159.29986931061663,11.021616958594604,36.83559920459025,1.3704023355213146,142.68883637352383,0.7219242133136622,2.38929810305277,2020407446206444.0,2699.9846119570416,195.0,2025-05-28 23:11:16+00:00,1748473876.0,60823.96615740741,2025-05-28T23:11:16Z__X2__c,363.7902314814815,31431476.0,2025_05_28_X2_peakc_195K,True,True,True,False,3,"['2025_05_28_X2_peakc_195K_data.pkl', '2025_05_28_X2_peakc_195K_data_corr.pkl', '2025_05_28_X2_peakc_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-06-04 00:45:04+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,92.2011058445626,2.9000416169495855,162.3473882093621,2.9424933860692137,139.62900098775162,1.451099249219177,8.193744741385443,2020407298733014.8,746.8181978732053,245.0,2025-06-04 00:45:04+00:00,1748997904.0,60830.03129629629,2025-06-04T00:45:04Z__X2__b,369.8553703703704,31955504.0,2025_06_03_X2_peakb_245K,True,True,True,False,3,"['2025_06_03_X2_peakb_245K_data.pkl', '2025_06_03_X2_peakb_245K_data_corr.pkl', '2025_06_03_X2_peakb_245K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-06-04 19:59:15+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,83.4563580006198,1.8847066392748095,168.84024576433896,2.225491571400234,149.95812149735963,1.0271538101137343,4.092085329118259,2020407298714237.2,490.55143134825,170.0,2025-06-04 19:59:15+00:00,1749067155.0,60830.8328125,2025-06-04T19:59:15Z__X2__b,370.65688657407406,32024755.0,2025_06_04_X2_peakb_170K,True,True,True,False,3,"['2025_06_04_X2_peakb_170K_data.pkl', '2025_06_04_X2_peakb_170K_data_corr.pkl', '2025_06_04_X2_peakb_170K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-06-10 22:57:58+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,93.95727047399735,2.249691029384037,181.32910222119312,2.518267245289315,140.40205269301362,1.260406632591574,5.725617100790055,2020407298708090.5,572.8554110752181,180.0,2025-06-10 22:57:58+00:00,1749596278.0,60836.956921296296,2025-06-10T22:57:58Z__X2__b,376.78099537037036,32553878.0,2025_06_10_X2_peakb_180K,True,True,True,False,3,"['2025_06_10_X2_peakb_180K_data.pkl', '2025_06_10_X2_peakb_180K_data_corr.pkl', '2025_06_10_X2_peakb_180K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-06-11 22:56:45+00:00,mem int,Menlo lock,lorentzian,none,24,b,C13,37.75521430819682,2.126248833191862,91.43120600033834,2.8017132905394093,1069.7471721255745,1.69323332549929,1.6579668260720903,2020407298700804.0,520.3001457142449,195.0,2025-06-11 22:56:45+00:00,1749682605.0,60837.95607638889,2025-06-11T22:56:45Z__C13__b,377.780150462963,32640205.0,2025_06_11_C13_peakb_195K,True,True,True,False,3,"['2025_06_11_C13_peakb_195K_data.pkl', '2025_06_11_C13_peakb_195K_data_corr.pkl', '2025_06_11_C13_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-06-12 20:13:43+00:00,mem int,Menlo lock,lorentzian,none,14,b,C13,43.50501827583017,4.613765870948994,66.8589410248888,3.864425944315725,1101.8658272481823,2.5732148562325996,3.3040552086629393,2020407298701384.8,1094.827576478809,195.0,2025-06-12 20:13:43+00:00,1749759223.0,60838.8428587963,2025-06-12T20:13:43Z__C13__b,378.6669328703704,32716823.0,2025_06_12_C13_peakb_195K,True,True,True,False,3,"['2025_06_12_C13_peakb_195K_data.pkl', '2025_06_12_C13_peakb_195K_data_corr.pkl', '2025_06_12_C13_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-06-13 00:23:58+00:00,mem int,Menlo lock,lorentzian,none,25,b,C13,31.104171775578852,2.1681721440434547,75.50794586969708,2.9814791441212525,1059.5133756663215,1.5446468308598384,1.747327442707426,2020407298736787.5,591.6949562223235,260.0,2025-06-13 00:23:58+00:00,1749774238.0,60839.016643518524,2025-06-13T00:23:58Z__C13__b,378.84071759259257,32731838.0,2025_06_12_C13_peakb_260K,True,True,True,False,3,"['2025_06_12_C13_peakb_260K_data.pkl', '2025_06_12_C13_peakb_260K_data_corr.pkl', '2025_06_12_C13_peakb_260K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-06-27 22:38:00+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,145.40948525776304,8.750982769921746,53.061428972901474,1.7250755732618637,107.66624585964205,1.3100865919710063,5.685698186258301,2020407298709535.5,1887.140629454956,195.0,2025-06-27 22:38:00+00:00,1751063880.0,60853.94305555556,2025-06-27T22:38:00Z__X2__b,393.7671296296296,34021480.0,2025_06_27_X2_peakb_195K,True,True,True,False,3,"['2025_06_27_X2_peakb_195K_data.pkl', '2025_06_27_X2_peakb_195K_data_corr.pkl', '2025_06_27_X2_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-07-10 19:32:48+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,119.76635453684024,7.064227634186879,65.52759179876088,2.1234054832695097,125.04096781753462,1.416842139958041,7.054775063130223,2020407298703706.0,1639.8802236491038,195.0,2025-07-10 19:32:48+00:00,1752175968.0,60866.81444444445,2025-07-10T19:32:48Z__X2__b,406.63851851851854,35133568.0,2025_07_10_X2_peakb_195K,True,True,True,False,3,"['2025_07_10_X2_peakb_195K_data.pkl', '2025_07_10_X2_peakb_195K_data_corr.pkl', '2025_07_10_X2_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-07-14 22:31:36+00:00,mem int,Menlo lock,lorentzian,none,none,b,X2,108.7739830143863,3.6993963696012218,104.0692452082078,1.9792817841394743,127.77850617594672,1.1717753480250506,5.098002265615012,2020407298709390.5,895.1357893994434,195.0,2025-07-14 22:31:36+00:00,1752532296.0,60870.93861111111,2025-07-14T22:31:36Z__X2__b,410.7626851851852,35489896.0,2025_07_14_X2_peakb_195K,True,True,True,False,3,"['2025_07_14_X2_peakb_195K_data.pkl', '2025_07_14_X2_peakb_195K_data_corr.pkl', '2025_07_14_X2_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-07-17 22:58:38+00:00,mem int,Menlo lock,lorentzian,none,none,b,C13,39.73162264100682,4.275385456769441,105.36179672180302,5.055157651693179,807.6527089393328,2.914108019540707,2.5076047083423716,2020407298702152.8,1056.6313816833483,195.0,2025-07-17 22:58:38+00:00,1752793118.0,60873.95738425926,2025-07-17T22:58:38Z__C13__b,413.7814583333333,35750718.0,2025_07_17_C13_peakb_195K,True,True,True,False,3,"['2025_07_17_C13_peakb_195K_data.pkl', '2025_07_17_C13_peakb_195K_data_corr.pkl', '2025_07_17_C13_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-08-01 21:57:38+00:00,mem int,Menlo lock,lorentzian,none,none,b,C13,48.496461718290895,4.320846844732885,84.9875509925968,4.271138186057897,929.9867225975772,2.9237163194985434,4.857803912874035,2020407298719914.8,1028.2173145902873,150.0,2025-08-01 21:57:38+00:00,1754085458.0,60888.91502314815,2025-08-01T21:57:38Z__C13__b,428.7390972222222,37043058.0,2025_08_01_C13_peakb_150K,True,True,True,False,3,"['2025_08_01_C13_peakb_150K_data.pkl', '2025_08_01_C13_peakb_150K_data_corr.pkl', '2025_08_01_C13_peakb_150K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-09-25 22:06:47+00:00,mem int,Menlo lock,lorentzian,none,none,c,C13,74.69287364413205,14.54376828988617,24.05916875138705,2.7085003411308777,787.7632727473754,2.3026348996662325,2.6202735248190003,2020407446217471.5,2968.8155340787835,195.0,2025-09-25 22:06:47+00:00,1758838007.0,60943.921377314815,2025-09-25T22:06:47Z__C13__c,483.7454513888889,41795607.0,2025_09_25_C13_peakc_195K,True,True,True,True,4,"['2025_09_25_C13_peakc_195K_data.pkl', '2025_09_25_C13_peakc_195K_data_corr.pkl', '2025_09_25_C13_peakc_195K_fits.pkl', '2025_09_25_C13_peakc_195K_intensity.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-09-26 22:49:25+00:00,mem int,Menlo lock,lorentzian,none,none,b,C13,44.18929490370315,6.1717821118302245,28.328318402849906,2.207954437552061,805.6752179794656,1.5116852464615975,1.431613156462836,2020407298701436.0,1726.3040268211976,195.0,2025-09-26 22:49:25+00:00,1758926965.0,60944.9509837963,2025-09-26T22:49:25Z__C13__b,484.77505787037035,41884565.0,2025_09_26_C13_peakb_195K,True,True,True,False,3,"['2025_09_26_C13_peakb_195K_data.pkl', '2025_09_26_C13_peakb_195K_data_corr.pkl', '2025_09_26_C13_peakb_195K_fits.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
2025-09-29 21:41:00+00:00,mem int,Menlo lock,lorentzian,none,none,b,C13,44.00022320817507,7.099334593430652,40.414055610979915,3.4924961346288805,830.8913894700521,2.233151664187612,3.827839283765344,2020407298700661.2,1701.3430101561808,195.0,2025-09-29 21:41:00+00:00,1759182060.0,60947.90347222222,2025-09-29T21:41:00Z__C13__b,487.7275462962963,42139660.0,2025_09_29_C13_peakb_195K,True,True,True,True,4,"['2025_09_29_C13_peakb_195K_data.pkl', '2025_09_29_C13_peakb_195K_data_corr.pkl', '2025_09_29_C13_peakb_195K_fits.pkl', '2025_09_29_C13_peakb_195K_intensity.pkl']",mem_int_available,mem_int_else_mem_fallback,10.0
